id,compound_id,pathway_id,creator_id,updater_id,created_at,updated_at
323,12067,60,,,2015-02-24 00:22:48 UTC,2015-02-24 00:22:48 UTC
324,12122,22,,,2015-02-24 00:23:51 UTC,2015-02-24 00:23:51 UTC
325,12151,47,,,2015-02-24 00:24:19 UTC,2015-02-24 00:24:19 UTC
326,12159,24,,,2015-02-24 00:24:36 UTC,2015-02-24 00:24:36 UTC
327,12161,39,,,2015-02-24 00:24:39 UTC,2015-02-24 00:24:39 UTC
328,12163,61,,,2015-02-24 00:24:43 UTC,2015-02-24 00:24:43 UTC
329,12165,87,,,2015-02-24 00:24:47 UTC,2015-02-24 00:24:47 UTC
330,12166,5,,,2015-02-24 00:24:49 UTC,2015-02-24 00:24:49 UTC
331,12166,1,,,2015-02-24 00:24:49 UTC,2015-02-24 00:24:49 UTC
332,12167,55,,,2015-02-24 00:24:53 UTC,2015-02-24 00:24:53 UTC
333,12167,15,,,2015-02-24 00:24:53 UTC,2015-02-24 00:24:53 UTC
334,12167,71,,,2015-02-24 00:24:53 UTC,2015-02-24 00:24:53 UTC
335,12167,88,,,2015-02-24 00:24:53 UTC,2015-02-24 00:24:53 UTC
336,12167,60,,,2015-02-24 00:24:53 UTC,2015-02-24 00:24:53 UTC
337,12167,62,,,2015-02-24 00:24:53 UTC,2015-02-24 00:24:53 UTC
338,12167,7,,,2015-02-24 00:24:53 UTC,2015-02-24 00:24:53 UTC
339,12167,25,,,2015-02-24 00:24:53 UTC,2015-02-24 00:24:53 UTC
340,12177,26,,,2015-02-24 00:25:05 UTC,2015-02-24 00:25:05 UTC
341,12177,25,,,2015-02-24 00:25:05 UTC,2015-02-24 00:25:05 UTC
342,12194,34,,,2015-02-24 00:25:24 UTC,2015-02-24 00:25:24 UTC
343,12245,36,,,2015-02-24 00:26:51 UTC,2015-02-24 00:26:51 UTC
344,12245,18,,,2015-02-24 00:26:51 UTC,2015-02-24 00:26:51 UTC
345,12253,11,,,2015-02-24 00:26:59 UTC,2015-02-24 00:26:59 UTC
346,12269,60,,,2015-02-24 00:27:16 UTC,2015-02-24 00:27:16 UTC
347,12323,32,,,2015-02-24 00:28:03 UTC,2015-02-24 00:28:03 UTC
348,12324,62,,,2015-02-24 00:28:05 UTC,2015-02-24 00:28:05 UTC
349,12326,60,,,2015-02-24 00:28:08 UTC,2015-02-24 00:28:08 UTC
350,12329,51,,,2015-02-24 00:28:12 UTC,2015-02-24 00:28:12 UTC
351,12330,62,,,2015-02-24 00:28:14 UTC,2015-02-24 00:28:14 UTC
352,12338,16,,,2015-02-24 00:28:23 UTC,2015-02-24 00:28:23 UTC
353,12349,16,,,2015-02-24 00:28:32 UTC,2015-02-24 00:28:32 UTC
354,12360,89,,,2015-02-24 00:28:42 UTC,2015-02-24 00:28:42 UTC
355,12393,71,,,2015-02-24 00:29:25 UTC,2015-02-24 00:29:25 UTC
356,12393,60,,,2015-02-24 00:29:25 UTC,2015-02-24 00:29:25 UTC
357,12393,7,,,2015-02-24 00:29:25 UTC,2015-02-24 00:29:25 UTC
358,12400,7,,,2015-02-24 00:29:37 UTC,2015-02-24 00:29:37 UTC
359,12400,11,,,2015-02-24 00:29:37 UTC,2015-02-24 00:29:37 UTC
360,12465,65,,,2015-02-24 00:31:19 UTC,2015-02-24 00:31:19 UTC
361,12467,22,,,2015-02-24 00:31:21 UTC,2015-02-24 00:31:21 UTC
362,12488,41,,,2015-02-24 00:31:45 UTC,2015-02-24 00:31:45 UTC
363,12526,90,,,2015-02-24 00:32:22 UTC,2015-02-24 00:32:22 UTC
364,12531,55,,,2015-02-24 00:32:30 UTC,2015-02-24 00:32:30 UTC
365,12531,51,,,2015-02-24 00:32:30 UTC,2015-02-24 00:32:30 UTC
366,12531,32,,,2015-02-24 00:32:30 UTC,2015-02-24 00:32:30 UTC
367,12531,47,,,2015-02-24 00:32:30 UTC,2015-02-24 00:32:30 UTC
368,12533,32,,,2015-02-24 00:32:36 UTC,2015-02-24 00:32:36 UTC
369,12533,52,,,2015-02-24 00:32:36 UTC,2015-02-24 00:32:36 UTC
370,12533,23,,,2015-02-24 00:32:36 UTC,2015-02-24 00:32:36 UTC
371,12533,53,,,2015-02-24 00:32:36 UTC,2015-02-24 00:32:36 UTC
372,12533,48,,,2015-02-24 00:32:36 UTC,2015-02-24 00:32:36 UTC
373,12533,49,,,2015-02-24 00:32:36 UTC,2015-02-24 00:32:36 UTC
374,12533,44,,,2015-02-24 00:32:36 UTC,2015-02-24 00:32:36 UTC
375,12538,14,,,2015-02-24 00:32:47 UTC,2015-02-24 00:32:47 UTC
376,12538,55,,,2015-02-24 00:32:47 UTC,2015-02-24 00:32:47 UTC
377,12538,15,,,2015-02-24 00:32:47 UTC,2015-02-24 00:32:47 UTC
378,12538,26,,,2015-02-24 00:32:47 UTC,2015-02-24 00:32:47 UTC
379,12538,73,,,2015-02-24 00:32:47 UTC,2015-02-24 00:32:47 UTC
380,12538,75,,,2015-02-24 00:32:47 UTC,2015-02-24 00:32:47 UTC
381,12538,23,,,2015-02-24 00:32:47 UTC,2015-02-24 00:32:47 UTC
382,12538,71,,,2015-02-24 00:32:47 UTC,2015-02-24 00:32:47 UTC
383,12538,17,,,2015-02-24 00:32:48 UTC,2015-02-24 00:32:48 UTC
384,12538,18,,,2015-02-24 00:32:48 UTC,2015-02-24 00:32:48 UTC
385,12538,22,,,2015-02-24 00:32:48 UTC,2015-02-24 00:32:48 UTC
386,12538,57,,,2015-02-24 00:32:48 UTC,2015-02-24 00:32:48 UTC
387,12538,7,,,2015-02-24 00:32:48 UTC,2015-02-24 00:32:48 UTC
388,12538,25,,,2015-02-24 00:32:48 UTC,2015-02-24 00:32:48 UTC
389,12570,15,,,2015-02-24 00:33:38 UTC,2015-02-24 00:33:38 UTC
390,12570,26,,,2015-02-24 00:33:38 UTC,2015-02-24 00:33:38 UTC
391,12570,37,,,2015-02-24 00:33:38 UTC,2015-02-24 00:33:38 UTC
392,12570,21,,,2015-02-24 00:33:38 UTC,2015-02-24 00:33:38 UTC
393,12570,57,,,2015-02-24 00:33:38 UTC,2015-02-24 00:33:38 UTC
394,12570,7,,,2015-02-24 00:33:38 UTC,2015-02-24 00:33:38 UTC
395,12570,25,,,2015-02-24 00:33:38 UTC,2015-02-24 00:33:38 UTC
396,12589,42,,,2015-02-24 00:34:02 UTC,2015-02-24 00:34:02 UTC
397,12589,44,,,2015-02-24 00:34:02 UTC,2015-02-24 00:34:02 UTC
398,12602,24,,,2015-02-24 00:34:16 UTC,2015-02-24 00:34:16 UTC
399,12610,11,,,2015-02-24 00:34:28 UTC,2015-02-24 00:34:28 UTC
400,12681,73,,,2015-02-24 00:35:49 UTC,2015-02-24 00:35:49 UTC
401,12681,17,,,2015-02-24 00:35:49 UTC,2015-02-24 00:35:49 UTC
402,12681,18,,,2015-02-24 00:35:49 UTC,2015-02-24 00:35:49 UTC
403,12681,19,,,2015-02-24 00:35:49 UTC,2015-02-24 00:35:49 UTC
404,12681,79,,,2015-02-24 00:35:49 UTC,2015-02-24 00:35:49 UTC
405,12681,67,,,2015-02-24 00:35:49 UTC,2015-02-24 00:35:49 UTC
406,12681,7,,,2015-02-24 00:35:49 UTC,2015-02-24 00:35:49 UTC
407,12686,33,,,2015-02-24 00:36:03 UTC,2015-02-24 00:36:03 UTC
408,12686,18,,,2015-02-24 00:36:03 UTC,2015-02-24 00:36:03 UTC
409,12686,19,,,2015-02-24 00:36:03 UTC,2015-02-24 00:36:03 UTC
410,12686,59,,,2015-02-24 00:36:03 UTC,2015-02-24 00:36:03 UTC
411,12686,7,,,2015-02-24 00:36:03 UTC,2015-02-24 00:36:03 UTC
412,12706,32,,,2015-02-24 00:36:20 UTC,2015-02-24 00:36:20 UTC
413,12706,48,,,2015-02-24 00:36:20 UTC,2015-02-24 00:36:20 UTC
414,12706,50,,,2015-02-24 00:36:20 UTC,2015-02-24 00:36:20 UTC
415,12735,56,,,2015-02-24 00:36:51 UTC,2015-02-24 00:36:51 UTC
416,12742,15,,,2015-02-24 00:37:00 UTC,2015-02-24 00:37:00 UTC
417,12742,18,,,2015-02-24 00:37:00 UTC,2015-02-24 00:37:00 UTC
418,12742,58,,,2015-02-24 00:37:00 UTC,2015-02-24 00:37:00 UTC
419,12742,19,,,2015-02-24 00:37:00 UTC,2015-02-24 00:37:00 UTC
420,12742,91,,,2015-02-24 00:37:00 UTC,2015-02-24 00:37:00 UTC
421,12760,62,,,2015-02-24 00:37:16 UTC,2015-02-24 00:37:16 UTC
422,12763,65,,,2015-02-24 00:37:21 UTC,2015-02-24 00:37:21 UTC
423,12767,64,,,2015-02-24 00:37:27 UTC,2015-02-24 00:37:27 UTC
424,12783,16,,,2015-02-24 00:37:39 UTC,2015-02-24 00:37:39 UTC
425,12784,56,,,2015-02-24 00:37:41 UTC,2015-02-24 00:37:41 UTC
426,12801,2,,,2015-02-24 00:37:53 UTC,2015-02-24 00:37:53 UTC
427,12801,92,,,2015-02-24 00:37:53 UTC,2015-02-24 00:37:53 UTC
428,12807,75,,,2015-02-24 00:38:03 UTC,2015-02-24 00:38:03 UTC
429,12807,93,,,2015-02-24 00:38:03 UTC,2015-02-24 00:38:03 UTC
430,12813,16,,,2015-02-24 00:38:10 UTC,2015-02-24 00:38:10 UTC
431,12836,55,,,2015-02-24 00:38:41 UTC,2015-02-24 00:38:41 UTC
432,12836,94,,,2015-02-24 00:38:41 UTC,2015-02-24 00:38:41 UTC
433,12836,62,,,2015-02-24 00:38:41 UTC,2015-02-24 00:38:41 UTC
434,12836,7,,,2015-02-24 00:38:41 UTC,2015-02-24 00:38:41 UTC
435,12996,30,,,2015-02-24 00:39:49 UTC,2015-02-24 00:39:49 UTC
436,12996,72,,,2015-02-24 00:39:49 UTC,2015-02-24 00:39:49 UTC
437,13272,16,,,2015-02-24 00:42:36 UTC,2015-02-24 00:42:36 UTC
438,13272,56,,,2015-02-24 00:42:36 UTC,2015-02-24 00:42:36 UTC
439,13272,95,,,2015-02-24 00:42:36 UTC,2015-02-24 00:42:36 UTC
440,13393,55,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
441,13393,15,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
442,13393,54,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
443,13393,13,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
444,13393,5,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
445,13393,42,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
446,13393,74,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
447,13393,96,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
448,13393,35,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
449,13393,75,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
450,13393,52,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
451,13393,23,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
452,13393,18,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
453,13393,53,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
454,13393,58,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
455,13393,48,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
456,13393,28,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
457,13393,66,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
458,13393,29,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
459,13393,68,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
460,13393,6,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
461,13393,64,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
462,13393,93,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
463,13393,69,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
464,13393,59,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
465,13393,44,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
466,13393,46,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
467,13393,25,,,2015-02-24 00:43:56 UTC,2015-02-24 00:43:56 UTC
468,13805,56,,,2015-02-24 00:49:35 UTC,2015-02-24 00:49:35 UTC
469,13831,85,,,2015-02-24 00:49:54 UTC,2015-02-24 00:49:54 UTC
470,13834,85,,,2015-02-24 00:49:59 UTC,2015-02-24 00:49:59 UTC
471,13900,27,,,2015-02-24 00:50:58 UTC,2015-02-24 00:50:58 UTC
472,13900,45,,,2015-02-24 00:50:58 UTC,2015-02-24 00:50:58 UTC
473,13900,29,,,2015-02-24 00:50:58 UTC,2015-02-24 00:50:58 UTC
474,13953,39,,,2015-02-24 00:51:45 UTC,2015-02-24 00:51:45 UTC
475,14087,15,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
476,14087,13,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
477,14087,5,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
478,14087,42,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
479,14087,75,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
480,14087,18,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
481,14087,22,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
482,14087,77,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
483,14087,19,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
484,14087,82,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
485,14087,59,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
486,14087,70,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
487,14087,44,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
488,14087,89,,,2015-02-24 00:53:07 UTC,2015-02-24 00:53:07 UTC
489,14507,75,,,2015-02-24 00:57:38 UTC,2015-02-24 00:57:38 UTC
490,14507,93,,,2015-02-24 00:57:38 UTC,2015-02-24 00:57:38 UTC
491,14509,17,,,2015-02-24 00:57:42 UTC,2015-02-24 00:57:42 UTC
492,14513,12,,,2015-02-24 00:57:45 UTC,2015-02-24 00:57:45 UTC
493,14565,54,,,2015-02-24 00:58:14 UTC,2015-02-24 00:58:14 UTC
494,14565,74,,,2015-02-24 00:58:15 UTC,2015-02-24 00:58:15 UTC
495,14565,96,,,2015-02-24 00:58:15 UTC,2015-02-24 00:58:15 UTC
496,14565,35,,,2015-02-24 00:58:15 UTC,2015-02-24 00:58:15 UTC
497,14565,18,,,2015-02-24 00:58:15 UTC,2015-02-24 00:58:15 UTC
498,14565,22,,,2015-02-24 00:58:15 UTC,2015-02-24 00:58:15 UTC
499,14565,6,,,2015-02-24 00:58:15 UTC,2015-02-24 00:58:15 UTC
500,14565,64,,,2015-02-24 00:58:15 UTC,2015-02-24 00:58:15 UTC
501,14565,61,,,2015-02-24 00:58:15 UTC,2015-02-24 00:58:15 UTC
502,14616,85,,,2015-02-24 00:58:54 UTC,2015-02-24 00:58:54 UTC
503,14624,68,,,2015-02-24 00:59:02 UTC,2015-02-24 00:59:02 UTC
504,14708,6,,,2015-02-24 01:00:13 UTC,2015-02-24 01:00:13 UTC
505,14708,7,,,2015-02-24 01:00:13 UTC,2015-02-24 01:00:13 UTC
506,15354,60,,,2015-02-24 01:08:37 UTC,2015-02-24 01:08:37 UTC
507,15785,56,,,2015-02-24 01:12:50 UTC,2015-02-24 01:12:50 UTC
508,16254,13,,,2015-02-24 17:56:40 UTC,2015-02-24 17:56:40 UTC
509,16254,5,,,2015-02-24 17:56:40 UTC,2015-02-24 17:56:40 UTC
510,16254,96,,,2015-02-24 17:56:40 UTC,2015-02-24 17:56:40 UTC
511,16254,35,,,2015-02-24 17:56:40 UTC,2015-02-24 17:56:40 UTC
512,16254,58,,,2015-02-24 17:56:40 UTC,2015-02-24 17:56:40 UTC
513,16254,28,,,2015-02-24 17:56:40 UTC,2015-02-24 17:56:40 UTC
514,16254,66,,,2015-02-24 17:56:40 UTC,2015-02-24 17:56:40 UTC
515,16254,29,,,2015-02-24 17:56:40 UTC,2015-02-24 17:56:40 UTC
516,16254,68,,,2015-02-24 17:56:40 UTC,2015-02-24 17:56:40 UTC
517,16254,64,,,2015-02-24 17:56:41 UTC,2015-02-24 17:56:41 UTC
518,16254,69,,,2015-02-24 17:56:41 UTC,2015-02-24 17:56:41 UTC
519,16254,70,,,2015-02-24 17:56:41 UTC,2015-02-24 17:56:41 UTC
520,16254,44,,,2015-02-24 17:56:41 UTC,2015-02-24 17:56:41 UTC
521,16254,46,,,2015-02-24 17:56:41 UTC,2015-02-24 17:56:41 UTC
522,16279,20,,,2015-02-24 17:57:09 UTC,2015-02-24 17:57:09 UTC
523,16408,45,,,2015-02-24 18:00:12 UTC,2015-02-24 18:00:12 UTC
524,17280,39,,,2015-02-24 18:12:39 UTC,2015-02-24 18:12:39 UTC
525,18346,32,,,2015-02-24 18:24:33 UTC,2015-02-24 18:24:33 UTC
526,20091,1,,,2015-02-24 18:45:13 UTC,2015-02-24 18:45:13 UTC
527,20204,6,,,2015-02-24 18:46:12 UTC,2015-02-24 18:46:12 UTC
528,20551,51,,,2015-02-24 18:50:46 UTC,2015-02-24 18:50:46 UTC
529,21456,11,,,2015-02-24 22:26:23 UTC,2015-02-24 22:26:23 UTC
530,21468,5,,,2015-02-24 22:26:34 UTC,2015-02-24 22:26:34 UTC
531,21949,2,,,2015-02-24 22:29:24 UTC,2015-02-24 22:29:24 UTC
532,21954,45,,,2015-02-24 22:29:31 UTC,2015-02-24 22:29:31 UTC
533,21958,97,,,2015-02-24 22:29:38 UTC,2015-02-24 22:29:38 UTC
534,21958,36,,,2015-02-24 22:29:38 UTC,2015-02-24 22:29:38 UTC
535,21958,68,,,2015-02-24 22:29:38 UTC,2015-02-24 22:29:38 UTC
536,21958,34,,,2015-02-24 22:29:38 UTC,2015-02-24 22:29:38 UTC
537,21959,86,,,2015-02-24 22:29:41 UTC,2015-02-24 22:29:41 UTC
538,21959,45,,,2015-02-24 22:29:41 UTC,2015-02-24 22:29:41 UTC
539,21959,77,,,2015-02-24 22:29:41 UTC,2015-02-24 22:29:41 UTC
540,21959,6,,,2015-02-24 22:29:41 UTC,2015-02-24 22:29:41 UTC
541,21959,1,,,2015-02-24 22:29:41 UTC,2015-02-24 22:29:41 UTC
542,21959,11,,,2015-02-24 22:29:41 UTC,2015-02-24 22:29:41 UTC
543,21962,2,,,2015-02-24 22:29:49 UTC,2015-02-24 22:29:49 UTC
544,21962,92,,,2015-02-24 22:29:49 UTC,2015-02-24 22:29:49 UTC
545,21964,15,,,2015-02-24 22:29:57 UTC,2015-02-24 22:29:57 UTC
546,21964,35,,,2015-02-24 22:29:57 UTC,2015-02-24 22:29:57 UTC
547,21964,18,,,2015-02-24 22:29:57 UTC,2015-02-24 22:29:57 UTC
548,21964,22,,,2015-02-24 22:29:57 UTC,2015-02-24 22:29:57 UTC
549,21964,28,,,2015-02-24 22:29:57 UTC,2015-02-24 22:29:57 UTC
550,21964,66,,,2015-02-24 22:29:57 UTC,2015-02-24 22:29:57 UTC
551,21964,29,,,2015-02-24 22:29:57 UTC,2015-02-24 22:29:57 UTC
552,21964,60,,,2015-02-24 22:29:57 UTC,2015-02-24 22:29:57 UTC
553,21964,7,,,2015-02-24 22:29:57 UTC,2015-02-24 22:29:57 UTC
554,21964,25,,,2015-02-24 22:29:57 UTC,2015-02-24 22:29:57 UTC
555,21965,2,,,2015-02-24 22:30:00 UTC,2015-02-24 22:30:00 UTC
556,21966,2,,,2015-02-24 22:30:03 UTC,2015-02-24 22:30:03 UTC
557,21967,62,,,2015-02-24 22:30:05 UTC,2015-02-24 22:30:05 UTC
558,21968,1,,,2015-02-24 22:30:07 UTC,2015-02-24 22:30:07 UTC
559,21969,32,,,2015-02-24 22:30:10 UTC,2015-02-24 22:30:10 UTC
560,21969,49,,,2015-02-24 22:30:10 UTC,2015-02-24 22:30:10 UTC
561,21969,50,,,2015-02-24 22:30:10 UTC,2015-02-24 22:30:10 UTC
562,21970,9,,,2015-02-24 22:30:12 UTC,2015-02-24 22:30:12 UTC
563,21971,55,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
564,21971,15,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
565,21971,42,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
566,21971,94,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
567,21971,35,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
568,21971,75,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
569,21971,52,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
570,21971,36,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
571,21971,18,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
572,21971,53,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
573,21971,22,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
574,21971,4,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
575,21971,48,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
576,21971,49,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
577,21971,19,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
578,21971,28,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
579,21971,66,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
580,21971,29,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
581,21971,68,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
582,21971,81,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
583,21971,72,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
584,21971,60,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
585,21971,59,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
586,21971,70,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
587,21971,7,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
588,21971,44,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
589,21971,46,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
590,21971,25,,,2015-02-24 22:30:34 UTC,2015-02-24 22:30:34 UTC
591,21974,51,,,2015-02-24 22:30:41 UTC,2015-02-24 22:30:41 UTC
592,21975,55,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
593,21975,15,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
594,21975,42,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
595,21975,75,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
596,21975,52,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
597,21975,36,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
598,21975,18,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
599,21975,53,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
600,21975,22,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
601,21975,4,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
602,21975,48,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
603,21975,49,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
604,21975,68,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
605,21975,81,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
606,21975,72,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
607,21975,60,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
608,21975,70,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
609,21975,44,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
610,21975,46,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
611,21975,25,,,2015-02-24 22:30:52 UTC,2015-02-24 22:30:52 UTC
612,21976,32,,,2015-02-24 22:30:54 UTC,2015-02-24 22:30:54 UTC
613,21976,52,,,2015-02-24 22:30:54 UTC,2015-02-24 22:30:54 UTC
614,21976,53,,,2015-02-24 22:30:54 UTC,2015-02-24 22:30:54 UTC
615,21976,3,,,2015-02-24 22:30:54 UTC,2015-02-24 22:30:54 UTC
616,21976,4,,,2015-02-24 22:30:54 UTC,2015-02-24 22:30:54 UTC
617,21976,50,,,2015-02-24 22:30:54 UTC,2015-02-24 22:30:54 UTC
618,21976,82,,,2015-02-24 22:30:54 UTC,2015-02-24 22:30:54 UTC
619,21976,47,,,2015-02-24 22:30:54 UTC,2015-02-24 22:30:54 UTC
620,21977,31,,,2015-02-24 22:30:55 UTC,2015-02-24 22:30:55 UTC
621,21978,23,,,2015-02-24 22:31:00 UTC,2015-02-24 22:31:00 UTC
622,21978,57,,,2015-02-24 22:31:00 UTC,2015-02-24 22:31:00 UTC
623,21978,31,,,2015-02-24 22:31:00 UTC,2015-02-24 22:31:00 UTC
624,21979,31,,,2015-02-24 22:31:01 UTC,2015-02-24 22:31:01 UTC
625,21981,27,,,2015-02-24 22:31:06 UTC,2015-02-24 22:31:06 UTC
626,21983,26,,,2015-02-24 22:31:09 UTC,2015-02-24 22:31:09 UTC
627,21987,1,,,2015-02-24 22:31:19 UTC,2015-02-24 22:31:19 UTC
628,21988,32,,,2015-02-24 22:31:21 UTC,2015-02-24 22:31:21 UTC
629,21988,52,,,2015-02-24 22:31:21 UTC,2015-02-24 22:31:21 UTC
630,21988,53,,,2015-02-24 22:31:21 UTC,2015-02-24 22:31:21 UTC
631,21988,49,,,2015-02-24 22:31:21 UTC,2015-02-24 22:31:21 UTC
632,21988,50,,,2015-02-24 22:31:21 UTC,2015-02-24 22:31:21 UTC
633,21988,47,,,2015-02-24 22:31:21 UTC,2015-02-24 22:31:21 UTC
634,21989,65,,,2015-02-24 22:31:22 UTC,2015-02-24 22:31:22 UTC
635,22023,73,,,2015-02-24 22:31:31 UTC,2015-02-24 22:31:31 UTC
636,22032,77,,,2015-02-24 22:31:42 UTC,2015-02-24 22:31:42 UTC
637,22033,62,,,2015-02-24 22:31:43 UTC,2015-02-24 22:31:43 UTC
638,22034,62,,,2015-02-24 22:31:44 UTC,2015-02-24 22:31:44 UTC
639,22035,95,,,2015-02-24 22:31:45 UTC,2015-02-24 22:31:45 UTC
640,22036,95,,,2015-02-24 22:31:46 UTC,2015-02-24 22:31:46 UTC
641,22037,31,,,2015-02-24 22:31:46 UTC,2015-02-24 22:31:46 UTC
642,22038,1,,,2015-02-24 22:31:47 UTC,2015-02-24 22:31:47 UTC
643,22039,1,,,2015-02-24 22:31:47 UTC,2015-02-24 22:31:47 UTC
644,22040,11,,,2015-02-24 22:31:48 UTC,2015-02-24 22:31:48 UTC
645,22041,91,,,2015-02-24 22:31:50 UTC,2015-02-24 22:31:50 UTC
646,22042,21,,,2015-02-24 22:31:51 UTC,2015-02-24 22:31:51 UTC
