id,number,compound_id,created_at,updated_at,source_id,source_type
294,FDB016966,811,2019-08-01 18:40:50 UTC,2019-08-01 18:40:50 UTC,,
295,FDB018549,18557,2019-08-01 18:40:50 UTC,2019-08-01 18:40:50 UTC,,
296,FDB013687,13572,2019-08-01 18:40:50 UTC,2019-08-01 18:40:50 UTC,,
297,FDB022565,31004,2019-08-01 18:40:50 UTC,2019-08-01 18:40:50 UTC,,
298,FDB003866,1498,2019-08-01 18:40:50 UTC,2019-08-01 18:40:50 UTC,,
299,FDB011566,11568,2019-08-01 18:40:50 UTC,2019-08-01 18:40:50 UTC,,
300,FDB011562,11563,2019-08-01 18:40:50 UTC,2019-08-01 18:40:50 UTC,,
301,FDB011559,11564,2019-08-01 18:40:50 UTC,2019-08-01 18:40:50 UTC,,
302,FDB018007,18013,2019-08-01 18:40:50 UTC,2019-08-01 18:40:50 UTC,,
303,FDB015052,15054,2019-08-01 18:40:50 UTC,2019-08-01 18:40:50 UTC,,
304,FDB003485,20384,2019-08-01 18:40:50 UTC,2019-08-01 18:40:50 UTC,,
305,FDB014589,3931,2019-08-01 18:40:51 UTC,2019-08-01 18:40:51 UTC,,
306,FDB006185,14644,2019-08-01 18:40:51 UTC,2019-08-01 18:40:51 UTC,,
307,FDB003877,6340,2019-08-01 18:40:51 UTC,2019-08-01 18:40:51 UTC,,
308,FDB014899,19639,2019-08-01 18:40:51 UTC,2019-08-01 18:40:51 UTC,,
309,FDB005386,5386,2019-08-01 18:40:52 UTC,2019-08-01 18:40:52 UTC,,
310,FDB015969,17242,2019-08-01 18:40:52 UTC,2019-08-01 18:40:52 UTC,,
311,FDB019943,14620,2019-08-01 18:40:53 UTC,2019-08-01 18:40:53 UTC,,
312,FDB029694,7783,2019-08-01 18:40:53 UTC,2019-08-01 18:40:53 UTC,,
313,FDB004496,11410,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
314,FDB005555,4506,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
315,FDB004696,7731,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
316,FDB004694,7526,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
317,FDB004349,4414,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
318,FDB006695,20542,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
319,FDB015964,6662,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
320,FDB009777,3971,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
321,FDB021528,21534,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
322,FDB021304,11002,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
323,FDB003484,4315,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
324,FDB019511,19517,2019-08-01 18:40:54 UTC,2019-08-01 18:40:54 UTC,,
325,FDB030804,12030,2019-08-01 18:40:55 UTC,2019-08-01 18:40:55 UTC,,
326,FDB013415,13426,2019-08-01 18:40:55 UTC,2019-08-01 18:40:55 UTC,,
327,FDB018758,14988,2019-08-01 18:40:55 UTC,2019-08-01 18:40:55 UTC,,
328,FDB007522,21123,2019-08-01 18:40:55 UTC,2019-08-01 18:40:55 UTC,,
329,FDB019932,8409,2019-08-01 18:40:55 UTC,2019-08-01 18:40:55 UTC,,
330,FDB004693,17432,2019-08-01 18:40:55 UTC,2019-08-01 18:40:55 UTC,,
331,FDB013338,13339,2019-08-01 18:40:55 UTC,2019-08-01 18:40:55 UTC,,
332,FDB004097,12354,2019-08-01 18:40:55 UTC,2019-08-01 18:40:55 UTC,,
333,FDB013906,14364,2019-08-01 18:40:55 UTC,2019-08-01 18:40:55 UTC,,
334,FDB014088,14096,2019-08-01 18:40:55 UTC,2019-08-01 18:40:55 UTC,,
335,FDB001394,1344,2019-08-01 18:40:55 UTC,2019-08-01 18:40:55 UTC,,
336,FDB005817,340,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
337,FDB030921,1365,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
338,FDB003055,3055,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
339,FDB030918,13953,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
340,FDB020827,4337,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
341,FDB023299,30736,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
342,FDB030574,1403,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
343,FDB014778,11348,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
344,FDB010839,20195,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
345,FDB021680,21012,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
346,FDB030998,936,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
347,FDB013854,13856,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
348,FDB008183,8183,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
349,FDB004886,889,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
350,FDB009407,8262,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
351,FDB007973,17897,2019-08-01 18:40:56 UTC,2019-08-01 18:40:56 UTC,,
352,FDB010557,31337,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
353,FDB030199,22444,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
354,FDB009856,16182,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
355,FDB019474,19460,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
356,FDB011632,11634,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
357,FDB029281,31341,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
358,FDB022465,31319,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
359,FDB011765,11767,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
360,FDB008264,8264,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
361,FDB013899,13903,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
362,FDB019983,10077,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
363,FDB003264,3264,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
364,FDB003743,20341,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
365,FDB001292,1291,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
366,FDB003426,5181,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
367,FDB013793,20009,2019-08-01 18:40:57 UTC,2019-08-01 18:40:57 UTC,,
368,FDB017537,17548,2019-08-01 18:40:58 UTC,2019-08-01 18:40:58 UTC,,
369,FDB017205,10603,2019-08-01 18:40:58 UTC,2019-08-01 18:40:58 UTC,,
370,FDB004795,6017,2019-08-01 18:40:58 UTC,2019-08-01 18:40:58 UTC,,
371,FDB000481,480,2019-08-01 18:40:58 UTC,2019-08-01 18:40:58 UTC,,
372,FDB017847,12052,2019-08-01 18:40:58 UTC,2019-08-01 18:40:58 UTC,,
373,FDB010673,10837,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
374,FDB007877,3618,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
375,FDB005185,3140,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
376,FDB029699,14098,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
377,FDB015774,15730,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
378,FDB014991,15049,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
379,FDB009554,16739,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
380,FDB013424,13425,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
381,FDB009944,16753,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
382,FDB004982,5364,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
383,FDB013842,21491,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
384,FDB008728,8728,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
385,FDB021094,21101,2019-08-01 18:40:59 UTC,2019-08-01 18:40:59 UTC,,
386,FDB022505,31184,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
387,FDB020640,21521,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
388,FDB008773,11865,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
389,FDB008666,8666,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
390,FDB029357,12954,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
391,FDB008251,10073,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
392,FDB015671,7083,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
393,FDB006369,14134,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
394,FDB002598,20108,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
395,FDB008425,6416,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
396,FDB008185,8185,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
397,FDB008398,8398,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
398,FDB008554,8522,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
399,FDB015599,13764,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
400,FDB017621,3923,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
401,FDB015998,16003,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
402,FDB030077,30233,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
403,FDB003989,3991,2019-08-01 18:41:00 UTC,2019-08-01 18:41:00 UTC,,
404,FDB012668,11624,2019-08-01 18:41:01 UTC,2019-08-01 18:41:01 UTC,,
405,FDB017333,17339,2019-08-01 18:41:01 UTC,2019-08-01 18:41:01 UTC,,
406,FDB011607,10403,2019-08-01 18:41:01 UTC,2019-08-01 18:41:01 UTC,,
407,FDB019216,19222,2019-08-01 18:41:01 UTC,2019-08-01 18:41:01 UTC,,
408,FDB013794,14949,2019-08-01 18:41:01 UTC,2019-08-01 18:41:01 UTC,,
409,FDB016433,3025,2019-08-01 18:41:01 UTC,2019-08-01 18:41:01 UTC,,
410,FDB015514,15517,2019-08-01 18:41:01 UTC,2019-08-01 18:41:01 UTC,,
411,FDB017578,4501,2019-08-01 18:41:01 UTC,2019-08-01 18:41:01 UTC,,
412,FDB005840,12448,2019-08-01 18:41:01 UTC,2019-08-01 18:41:01 UTC,,
413,FDB014897,9067,2019-08-01 18:41:01 UTC,2019-08-01 18:41:01 UTC,,
414,FDB000469,11267,2019-08-01 18:41:01 UTC,2019-08-01 18:41:01 UTC,,
415,FDB016346,515,2019-08-01 18:41:02 UTC,2019-08-01 18:41:02 UTC,,
416,FDB006541,22486,2019-08-01 18:41:02 UTC,2019-08-01 18:41:02 UTC,,
417,FDB031046,22234,2019-08-01 18:41:02 UTC,2019-08-01 18:41:02 UTC,,
418,FDB003014,3014,2019-08-01 18:41:02 UTC,2019-08-01 18:41:02 UTC,,
419,FDB018458,21930,2019-08-01 18:41:02 UTC,2019-08-01 18:41:02 UTC,,
420,FDB016974,9412,2019-08-01 18:41:02 UTC,2019-08-01 18:41:02 UTC,,
421,FDB006358,6338,2019-08-01 18:41:02 UTC,2019-08-01 18:41:02 UTC,,
422,FDB019535,21463,2019-08-01 18:41:02 UTC,2019-08-01 18:41:02 UTC,,
423,FDB005191,12140,2019-08-01 18:41:02 UTC,2019-08-01 18:41:02 UTC,,
424,FDB008402,8402,2019-08-01 18:41:02 UTC,2019-08-01 18:41:02 UTC,,
425,FDB003189,1164,2019-08-01 18:41:02 UTC,2019-08-01 18:41:02 UTC,,
426,FDB030978,3011,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
427,FDB009965,9557,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
428,FDB016907,18434,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
429,FDB016595,16620,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
430,FDB018610,4174,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
431,FDB006436,714,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
432,FDB004089,4086,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
433,FDB002552,2551,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
434,FDB004084,4083,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
435,FDB018772,21430,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
436,FDB010623,10613,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
437,FDB020868,20873,2019-08-01 18:41:03 UTC,2019-08-01 18:41:03 UTC,,
438,FDB012297,18918,2019-08-01 18:41:04 UTC,2019-08-01 18:41:04 UTC,,
439,FDB011698,11724,2019-08-01 18:41:04 UTC,2019-08-01 18:41:04 UTC,,
440,FDB016904,19247,2019-08-01 18:41:04 UTC,2019-08-01 18:41:04 UTC,,
441,FDB000853,852,2019-08-01 18:41:04 UTC,2019-08-01 18:41:04 UTC,,
442,FDB030551,22414,2019-08-01 18:41:05 UTC,2019-08-01 18:41:05 UTC,,
443,FDB013822,13824,2019-08-01 18:41:05 UTC,2019-08-01 18:41:05 UTC,,
444,FDB013579,13581,2019-08-01 18:41:05 UTC,2019-08-01 18:41:05 UTC,,
445,FDB013554,13556,2019-08-01 18:41:06 UTC,2019-08-01 18:41:06 UTC,,
446,FDB013197,13199,2019-08-01 18:41:06 UTC,2019-08-01 18:41:06 UTC,,
447,FDB014399,14466,2019-08-01 18:41:06 UTC,2019-08-01 18:41:06 UTC,,
448,FDB013586,13588,2019-08-01 18:41:06 UTC,2019-08-01 18:41:06 UTC,,
449,FDB015794,15776,2019-08-01 18:41:06 UTC,2019-08-01 18:41:06 UTC,,
450,FDB031155,22568,2019-08-01 18:41:06 UTC,2019-08-01 18:41:06 UTC,,
451,FDB011492,1104,2019-08-01 18:41:06 UTC,2019-08-01 18:41:06 UTC,,
452,FDB018142,18148,2019-08-01 18:41:07 UTC,2019-08-01 18:41:07 UTC,,
453,FDB017552,18011,2019-08-01 18:41:07 UTC,2019-08-01 18:41:07 UTC,,
454,FDB019079,5567,2019-08-01 18:41:07 UTC,2019-08-01 18:41:07 UTC,,
455,FDB030768,21464,2019-08-01 18:41:07 UTC,2019-08-01 18:41:07 UTC,,
456,FDB017782,1625,2019-08-01 18:41:07 UTC,2019-08-01 18:41:07 UTC,,
457,FDB018616,4756,2019-08-01 18:41:07 UTC,2019-08-01 18:41:07 UTC,,
458,FDB030692,12847,2019-08-01 18:41:07 UTC,2019-08-01 18:41:07 UTC,,
459,FDB029957,30107,2019-08-01 18:41:08 UTC,2019-08-01 18:41:08 UTC,,
460,FDB022607,30784,2019-08-01 18:41:08 UTC,2019-08-01 18:41:08 UTC,,
461,FDB001518,5402,2019-08-01 18:41:08 UTC,2019-08-01 18:41:08 UTC,,
462,FDB002723,12607,2019-08-01 18:41:08 UTC,2019-08-01 18:41:08 UTC,,
463,FDB021026,21033,2019-08-01 18:41:08 UTC,2019-08-01 18:41:08 UTC,,
464,FDB012068,2903,2019-08-01 18:41:08 UTC,2019-08-01 18:41:08 UTC,,
465,FDB019624,20306,2019-08-01 18:41:08 UTC,2019-08-01 18:41:08 UTC,,
466,FDB002626,2625,2019-08-01 18:41:08 UTC,2019-08-01 18:41:08 UTC,,
467,FDB002694,2691,2019-08-01 18:41:09 UTC,2019-08-01 18:41:09 UTC,,
468,FDB022327,31313,2019-08-01 18:41:09 UTC,2019-08-01 18:41:09 UTC,,
469,FDB031246,31407,2019-08-01 18:41:09 UTC,2019-08-01 18:41:09 UTC,,
470,FDB008407,8407,2019-08-01 18:41:09 UTC,2019-08-01 18:41:09 UTC,,
471,FDB017261,10377,2019-08-01 18:41:09 UTC,2019-08-01 18:41:09 UTC,,
472,FDB017555,17561,2019-08-01 18:41:09 UTC,2019-08-01 18:41:09 UTC,,
473,FDB017553,18012,2019-08-01 18:41:09 UTC,2019-08-01 18:41:09 UTC,,
474,FDB030718,22771,2019-08-01 18:41:10 UTC,2019-08-01 18:41:10 UTC,,
475,FDB006482,12636,2019-08-01 18:41:10 UTC,2019-08-01 18:41:10 UTC,,
476,FDB002890,31172,2019-08-01 18:41:10 UTC,2019-08-01 18:41:10 UTC,,
477,FDB006850,2584,2019-08-01 18:41:10 UTC,2019-08-01 18:41:10 UTC,,
478,FDB002464,21855,2019-08-01 18:41:10 UTC,2019-08-01 18:41:10 UTC,,
479,FDB029975,29977,2019-08-01 18:41:10 UTC,2019-08-01 18:41:10 UTC,,
480,FDB007538,5457,2019-08-01 18:41:10 UTC,2019-08-01 18:41:10 UTC,,
481,FDB023752,30331,2019-08-01 18:41:10 UTC,2019-08-01 18:41:10 UTC,,
482,FDB017326,12308,2019-08-01 18:41:11 UTC,2019-08-01 18:41:11 UTC,,
483,FDB030076,12374,2019-08-01 18:41:11 UTC,2019-08-01 18:41:11 UTC,,
484,FDB012129,12131,2019-08-01 18:41:11 UTC,2019-08-01 18:41:11 UTC,,
485,FDB005027,5027,2019-08-01 18:41:11 UTC,2019-08-01 18:41:11 UTC,,
486,FDB029969,30026,2019-08-01 18:41:11 UTC,2019-08-01 18:41:11 UTC,,
487,FDB016266,16272,2019-08-01 18:41:11 UTC,2019-08-01 18:41:11 UTC,,
488,FDB002749,30238,2019-08-01 18:41:11 UTC,2019-08-01 18:41:11 UTC,,
489,FDB012154,31266,2019-08-01 18:41:11 UTC,2019-08-01 18:41:11 UTC,,
490,FDB002227,12023,2019-08-01 18:41:12 UTC,2019-08-01 18:41:12 UTC,,
491,FDB013441,2415,2019-08-01 18:41:12 UTC,2019-08-01 18:41:12 UTC,,
492,FDB016581,15557,2019-08-01 18:41:12 UTC,2019-08-01 18:41:12 UTC,,
493,FDB021730,2779,2019-08-01 18:41:12 UTC,2019-08-01 18:41:12 UTC,,
494,FDB020649,20656,2019-08-01 18:41:12 UTC,2019-08-01 18:41:12 UTC,,
495,FDB002576,17133,2019-08-01 18:41:12 UTC,2019-08-01 18:41:12 UTC,,
496,FDB021639,17712,2019-08-01 18:41:12 UTC,2019-08-01 18:41:12 UTC,,
497,FDB021840,4422,2019-08-01 18:41:12 UTC,2019-08-01 18:41:12 UTC,,
498,FDB002814,2813,2019-08-01 18:41:12 UTC,2019-08-01 18:41:12 UTC,,
499,FDB018529,18533,2019-08-01 18:41:12 UTC,2019-08-01 18:41:12 UTC,,
500,FDB015709,15714,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
501,FDB015008,15010,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
502,FDB020839,20846,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
503,FDB006569,14195,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
504,FDB017661,20526,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
505,FDB013872,15524,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
506,FDB002852,2851,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
507,FDB014566,14328,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
508,FDB019477,19469,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
509,FDB010860,2240,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
510,FDB016127,16133,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
511,FDB005923,5923,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
512,FDB022325,31403,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
513,FDB029353,6481,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
514,FDB030734,31379,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
515,FDB014570,14356,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
516,FDB014649,14653,2019-08-01 18:41:13 UTC,2019-08-01 18:41:13 UTC,,
517,FDB017911,15340,2019-08-01 18:41:14 UTC,2019-08-01 18:41:14 UTC,,
518,FDB011274,11276,2019-08-01 18:41:14 UTC,2019-08-01 18:41:14 UTC,,
519,FDB014857,14859,2019-08-01 18:41:14 UTC,2019-08-01 18:41:14 UTC,,
520,FDB015592,15595,2019-08-01 18:41:14 UTC,2019-08-01 18:41:14 UTC,,
521,FDB014354,21149,2019-08-01 18:41:14 UTC,2019-08-01 18:41:14 UTC,,
522,FDB001903,1902,2019-08-01 18:41:14 UTC,2019-08-01 18:41:14 UTC,,
523,FDB014838,13537,2019-08-01 18:41:14 UTC,2019-08-01 18:41:14 UTC,,
524,FDB013888,13935,2019-08-01 18:41:14 UTC,2019-08-01 18:41:14 UTC,,
525,FDB006377,15677,2019-08-01 18:41:14 UTC,2019-08-01 18:41:14 UTC,,
526,FDB015338,15341,2019-08-01 18:41:14 UTC,2019-08-01 18:41:14 UTC,,
527,FDB017442,16018,2019-08-01 18:41:14 UTC,2019-08-01 18:41:14 UTC,,
528,FDB017449,6097,2019-08-01 18:41:15 UTC,2019-08-01 18:41:15 UTC,,
529,FDB002549,21875,2019-08-01 18:41:15 UTC,2019-08-01 18:41:15 UTC,,
530,FDB015737,15740,2019-08-01 18:41:15 UTC,2019-08-01 18:41:15 UTC,,
531,FDB003928,3926,2019-08-01 18:41:15 UTC,2019-08-01 18:41:15 UTC,,
532,FDB014568,14570,2019-08-01 18:41:15 UTC,2019-08-01 18:41:15 UTC,,
533,FDB015241,15244,2019-08-01 18:41:16 UTC,2019-08-01 18:41:16 UTC,,
534,FDB014896,14897,2019-08-01 18:41:16 UTC,2019-08-01 18:41:16 UTC,,
535,FDB014966,15297,2019-08-01 18:41:16 UTC,2019-08-01 18:41:16 UTC,,
536,FDB003948,6369,2019-08-01 18:41:16 UTC,2019-08-01 18:41:16 UTC,,
537,FDB014489,13977,2019-08-01 18:41:16 UTC,2019-08-01 18:41:16 UTC,,
538,FDB014359,14363,2019-08-01 18:41:16 UTC,2019-08-01 18:41:16 UTC,,
539,FDB013638,14321,2019-08-01 18:41:16 UTC,2019-08-01 18:41:16 UTC,,
540,FDB010638,10639,2019-08-01 18:41:16 UTC,2019-08-01 18:41:16 UTC,,
541,FDB018912,13090,2019-08-01 18:41:16 UTC,2019-08-01 18:41:16 UTC,,
542,FDB016047,16053,2019-08-01 18:41:16 UTC,2019-08-01 18:41:16 UTC,,
543,FDB013977,14293,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
544,FDB016019,14319,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
545,FDB021566,21592,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
546,FDB013709,13586,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
547,FDB017347,16019,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
548,FDB015306,15309,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
549,FDB014379,6276,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
550,FDB013199,15343,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
551,FDB000416,411,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
552,FDB017736,341,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
553,FDB031348,604,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
554,FDB017887,2744,2019-08-01 18:41:17 UTC,2019-08-01 18:41:17 UTC,,
555,FDB004117,7104,2019-08-01 18:41:18 UTC,2019-08-01 18:41:18 UTC,,
556,FDB009180,890,2019-08-01 18:41:18 UTC,2019-08-01 18:41:18 UTC,,
557,FDB000659,12038,2019-08-01 18:41:18 UTC,2019-08-01 18:41:18 UTC,,
558,FDB020697,1744,2019-08-01 18:41:18 UTC,2019-08-01 18:41:18 UTC,,
559,FDB011006,11006,2019-08-01 18:41:18 UTC,2019-08-01 18:41:18 UTC,,
560,FDB013319,13323,2019-08-01 18:41:18 UTC,2019-08-01 18:41:18 UTC,,
561,FDB002582,31370,2019-08-01 18:41:18 UTC,2019-08-01 18:41:18 UTC,,
562,FDB013202,13203,2019-08-01 18:41:18 UTC,2019-08-01 18:41:18 UTC,,
563,FDB015907,238,2019-08-01 18:41:18 UTC,2019-08-01 18:41:18 UTC,,
564,FDB011583,11585,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
565,FDB015950,21150,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
566,FDB011185,11062,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
567,FDB011059,11063,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
568,FDB011726,11727,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
569,FDB011238,11240,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
570,FDB000407,413,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
571,FDB014087,2282,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
572,FDB001078,1077,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
573,FDB020341,20348,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
574,FDB014949,14345,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
575,FDB021305,11003,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
576,FDB010999,21315,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
577,FDB011253,11254,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
578,FDB001071,1070,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
579,FDB009781,6136,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
580,FDB013339,13340,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
581,FDB019645,19650,2019-08-01 18:41:19 UTC,2019-08-01 18:41:19 UTC,,
582,FDB003048,31246,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
583,FDB011679,31247,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
584,FDB016942,21211,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
585,FDB029765,3052,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
586,FDB007646,2343,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
587,FDB005736,7003,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
588,FDB011149,11150,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
589,FDB017214,2713,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
590,FDB006924,16707,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
