id,number,compound_id,created_at,updated_at,source_id,source_type
591,FDB005995,5978,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
592,FDB005976,2414,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
593,FDB018421,18427,2019-08-01 18:41:20 UTC,2019-08-01 18:41:20 UTC,,
594,FDB011958,11960,2019-08-01 18:41:21 UTC,2019-08-01 18:41:21 UTC,,
595,FDB002393,30247,2019-08-01 18:41:21 UTC,2019-08-01 18:41:21 UTC,,
596,FDB002639,2640,2019-08-01 18:41:21 UTC,2019-08-01 18:41:21 UTC,,
597,FDB018387,2557,2019-08-01 18:41:21 UTC,2019-08-01 18:41:21 UTC,,
598,FDB021668,766,2019-08-01 18:41:21 UTC,2019-08-01 18:41:21 UTC,,
599,FDB002184,2004,2019-08-01 18:41:21 UTC,2019-08-01 18:41:21 UTC,,
600,FDB016543,16547,2019-08-01 18:41:21 UTC,2019-08-01 18:41:21 UTC,,
601,FDB000695,694,2019-08-01 18:41:21 UTC,2019-08-01 18:41:21 UTC,,
602,FDB000349,350,2019-08-01 18:41:21 UTC,2019-08-01 18:41:21 UTC,,
603,FDB001984,31025,2019-08-01 18:41:21 UTC,2019-08-01 18:41:21 UTC,,
604,FDB003036,3036,2019-08-01 18:41:21 UTC,2019-08-01 18:41:21 UTC,,
605,FDB019213,702,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
606,FDB000596,18827,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
607,FDB004680,1066,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
608,FDB016896,218,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
609,FDB000496,501,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
610,FDB016356,6351,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
611,FDB018678,18684,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
612,FDB009809,9812,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
613,FDB018924,18051,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
614,FDB015366,15426,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
615,FDB018605,8422,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
616,FDB030279,362,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
617,FDB018025,18031,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
618,FDB003204,3203,2019-08-01 18:41:22 UTC,2019-08-01 18:41:22 UTC,,
619,FDB020747,11263,2019-08-01 18:41:23 UTC,2019-08-01 18:41:23 UTC,,
620,FDB010616,10617,2019-08-01 18:41:23 UTC,2019-08-01 18:41:23 UTC,,
621,FDB011727,11728,2019-08-01 18:41:23 UTC,2019-08-01 18:41:23 UTC,,
622,FDB012989,12991,2019-08-01 18:41:23 UTC,2019-08-01 18:41:23 UTC,,
623,FDB031277,12465,2019-08-01 18:41:23 UTC,2019-08-01 18:41:23 UTC,,
624,FDB002945,12469,2019-08-01 18:41:23 UTC,2019-08-01 18:41:23 UTC,,
625,FDB011558,11560,2019-08-01 18:41:23 UTC,2019-08-01 18:41:23 UTC,,
626,FDB028328,31311,2019-08-01 18:41:23 UTC,2019-08-01 18:41:23 UTC,,
627,FDB019336,19339,2019-08-01 18:41:23 UTC,2019-08-01 18:41:23 UTC,,
628,FDB018338,1189,2019-08-01 18:41:23 UTC,2019-08-01 18:41:23 UTC,,
629,FDB018288,19348,2019-08-01 18:41:23 UTC,2019-08-01 18:41:23 UTC,,
630,FDB011776,20007,2019-08-01 18:41:24 UTC,2019-08-01 18:41:24 UTC,,
631,FDB002949,2949,2019-08-01 18:41:24 UTC,2019-08-01 18:41:24 UTC,,
632,FDB012766,2953,2019-08-01 18:41:24 UTC,2019-08-01 18:41:24 UTC,,
633,FDB008339,23578,2019-08-01 18:41:24 UTC,2019-08-01 18:41:24 UTC,,
634,FDB018618,17949,2019-08-01 18:41:24 UTC,2019-08-01 18:41:24 UTC,,
635,FDB002941,31346,2019-08-01 18:41:24 UTC,2019-08-01 18:41:24 UTC,,
636,FDB012636,12638,2019-08-01 18:41:24 UTC,2019-08-01 18:41:24 UTC,,
637,FDB021924,30987,2019-08-01 18:41:24 UTC,2019-08-01 18:41:24 UTC,,
638,FDB028911,31281,2019-08-01 18:41:25 UTC,2019-08-01 18:41:25 UTC,,
639,FDB021406,16111,2019-08-01 18:41:25 UTC,2019-08-01 18:41:25 UTC,,
640,FDB009448,16908,2019-08-01 18:41:25 UTC,2019-08-01 18:41:25 UTC,,
641,FDB006978,2465,2019-08-01 18:41:25 UTC,2019-08-01 18:41:25 UTC,,
642,FDB018206,18212,2019-08-01 18:41:25 UTC,2019-08-01 18:41:25 UTC,,
643,FDB031197,454,2019-08-01 18:41:25 UTC,2019-08-01 18:41:25 UTC,,
644,FDB002117,2116,2019-08-01 18:41:25 UTC,2019-08-01 18:41:25 UTC,,
645,FDB006939,13708,2019-08-01 18:41:25 UTC,2019-08-01 18:41:25 UTC,,
646,FDB017223,17229,2019-08-01 18:41:25 UTC,2019-08-01 18:41:25 UTC,,
647,FDB018657,18663,2019-08-01 18:41:25 UTC,2019-08-01 18:41:25 UTC,,
648,FDB017221,17227,2019-08-01 18:41:26 UTC,2019-08-01 18:41:26 UTC,,
649,FDB017219,13593,2019-08-01 18:41:26 UTC,2019-08-01 18:41:26 UTC,,
650,FDB015863,13677,2019-08-01 18:41:26 UTC,2019-08-01 18:41:26 UTC,,
651,FDB002002,2001,2019-08-01 18:41:26 UTC,2019-08-01 18:41:26 UTC,,
652,FDB018770,10540,2019-08-01 18:41:26 UTC,2019-08-01 18:41:26 UTC,,
653,FDB023272,30445,2019-08-01 18:41:26 UTC,2019-08-01 18:41:26 UTC,,
654,FDB021799,11547,2019-08-01 18:41:26 UTC,2019-08-01 18:41:26 UTC,,
655,FDB017913,15774,2019-08-01 18:41:26 UTC,2019-08-01 18:41:26 UTC,,
656,FDB002217,2216,2019-08-01 18:41:26 UTC,2019-08-01 18:41:26 UTC,,
657,FDB002939,17738,2019-08-01 18:41:27 UTC,2019-08-01 18:41:27 UTC,,
658,FDB020698,8337,2019-08-01 18:41:27 UTC,2019-08-01 18:41:27 UTC,,
659,FDB018746,18752,2019-08-01 18:41:27 UTC,2019-08-01 18:41:27 UTC,,
660,FDB005728,3077,2019-08-01 18:41:27 UTC,2019-08-01 18:41:27 UTC,,
661,FDB012992,12994,2019-08-01 18:41:27 UTC,2019-08-01 18:41:27 UTC,,
662,FDB011311,11313,2019-08-01 18:41:27 UTC,2019-08-01 18:41:27 UTC,,
663,FDB002092,425,2019-08-01 18:41:28 UTC,2019-08-01 18:41:28 UTC,,
664,FDB011772,30246,2019-08-01 18:41:28 UTC,2019-08-01 18:41:28 UTC,,
665,FDB000589,590,2019-08-01 18:41:28 UTC,2019-08-01 18:41:28 UTC,,
666,FDB002761,580,2019-08-01 18:41:28 UTC,2019-08-01 18:41:28 UTC,,
667,FDB021694,2600,2019-08-01 18:41:28 UTC,2019-08-01 18:41:28 UTC,,
668,FDB008647,8647,2019-08-01 18:41:28 UTC,2019-08-01 18:41:28 UTC,,
669,FDB022573,30716,2019-08-01 18:41:28 UTC,2019-08-01 18:41:28 UTC,,
670,FDB016058,16069,2019-08-01 18:41:28 UTC,2019-08-01 18:41:28 UTC,,
671,FDB016059,16070,2019-08-01 18:41:28 UTC,2019-08-01 18:41:28 UTC,,
672,FDB016065,16067,2019-08-01 18:41:28 UTC,2019-08-01 18:41:28 UTC,,
673,FDB016066,16068,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
674,FDB008142,8142,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
675,FDB002819,18407,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
676,FDB018399,21546,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
677,FDB002450,3501,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
678,FDB015161,15164,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
679,FDB022345,30419,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
680,FDB018429,12474,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
681,FDB018606,18611,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
682,FDB002029,2030,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
683,FDB013247,14427,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
684,FDB015694,15697,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
685,FDB010794,10795,2019-08-01 18:41:29 UTC,2019-08-01 18:41:29 UTC,,
686,FDB014574,14574,2019-08-01 18:41:30 UTC,2019-08-01 18:41:30 UTC,,
687,FDB010796,10797,2019-08-01 18:41:30 UTC,2019-08-01 18:41:30 UTC,,
688,FDB021398,21406,2019-08-01 18:41:30 UTC,2019-08-01 18:41:30 UTC,,
689,FDB022564,31245,2019-08-01 18:41:30 UTC,2019-08-01 18:41:30 UTC,,
690,FDB006884,6872,2019-08-01 18:41:30 UTC,2019-08-01 18:41:30 UTC,,
691,FDB008709,10763,2019-08-01 18:41:30 UTC,2019-08-01 18:41:30 UTC,,
692,FDB010877,20856,2019-08-01 18:41:30 UTC,2019-08-01 18:41:30 UTC,,
693,FDB002865,2863,2019-08-01 18:41:30 UTC,2019-08-01 18:41:30 UTC,,
694,FDB021195,20580,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
695,FDB021194,20579,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
696,FDB021128,21135,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
697,FDB015665,31010,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
698,FDB013277,30805,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
699,FDB015790,21816,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
700,FDB015649,15652,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
701,FDB021673,15665,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
702,FDB013979,13983,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
703,FDB019348,19354,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
704,FDB013278,30804,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
705,FDB023399,27723,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
706,FDB014054,14056,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
707,FDB015739,14058,2019-08-01 18:41:31 UTC,2019-08-01 18:41:31 UTC,,
708,FDB030885,23540,2019-08-01 18:41:32 UTC,2019-08-01 18:41:32 UTC,,
709,FDB013796,13828,2019-08-01 18:41:32 UTC,2019-08-01 18:41:32 UTC,,
710,FDB018802,232,2019-08-01 18:41:32 UTC,2019-08-01 18:41:32 UTC,,
711,FDB020399,20408,2019-08-01 18:41:32 UTC,2019-08-01 18:41:32 UTC,,
712,FDB017092,31523,2019-08-01 18:41:32 UTC,2019-08-01 18:41:32 UTC,,
713,FDB001948,1391,2019-08-01 18:41:32 UTC,2019-08-01 18:41:32 UTC,,
714,FDB016656,614,2019-08-01 18:41:33 UTC,2019-08-01 18:41:33 UTC,,
715,FDB004792,4136,2019-08-01 18:41:33 UTC,2019-08-01 18:41:33 UTC,,
716,FDB016704,13265,2019-08-01 18:41:33 UTC,2019-08-01 18:41:33 UTC,,
717,FDB016389,16414,2019-08-01 18:41:33 UTC,2019-08-01 18:41:33 UTC,,
718,FDB005893,6656,2019-08-01 18:41:33 UTC,2019-08-01 18:41:33 UTC,,
719,FDB007557,12033,2019-08-01 18:41:33 UTC,2019-08-01 18:41:33 UTC,,
720,FDB018393,17488,2019-08-01 18:41:33 UTC,2019-08-01 18:41:33 UTC,,
721,FDB000364,219,2019-08-01 18:41:33 UTC,2019-08-01 18:41:33 UTC,,
722,FDB002231,2230,2019-08-01 18:41:33 UTC,2019-08-01 18:41:33 UTC,,
723,FDB006826,15558,2019-08-01 18:41:34 UTC,2019-08-01 18:41:34 UTC,,
724,FDB017117,17123,2019-08-01 18:41:34 UTC,2019-08-01 18:41:34 UTC,,
725,FDB010694,13344,2019-08-01 18:41:34 UTC,2019-08-01 18:41:34 UTC,,
726,FDB022469,31220,2019-08-01 18:41:34 UTC,2019-08-01 18:41:34 UTC,,
727,FDB021908,31217,2019-08-01 18:41:34 UTC,2019-08-01 18:41:34 UTC,,
728,FDB002051,2050,2019-08-01 18:41:34 UTC,2019-08-01 18:41:34 UTC,,
729,FDB020784,1162,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
730,FDB001065,31473,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
731,FDB021873,6405,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
732,FDB001323,1322,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
733,FDB001349,1348,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
734,FDB010743,10742,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
735,FDB021982,30441,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
736,FDB007799,20354,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
737,FDB000409,414,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
738,FDB019397,19202,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
739,FDB002285,21437,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
740,FDB017329,17335,2019-08-01 18:41:35 UTC,2019-08-01 18:41:35 UTC,,
741,FDB009515,3079,2019-08-01 18:41:36 UTC,2019-08-01 18:41:36 UTC,,
742,FDB017702,4351,2019-08-01 18:41:36 UTC,2019-08-01 18:41:36 UTC,,
743,FDB030698,12227,2019-08-01 18:41:36 UTC,2019-08-01 18:41:36 UTC,,
744,FDB013473,17330,2019-08-01 18:41:36 UTC,2019-08-01 18:41:36 UTC,,
745,FDB015549,18256,2019-08-01 18:41:36 UTC,2019-08-01 18:41:36 UTC,,
746,FDB031071,12223,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
747,FDB020647,611,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
748,FDB008213,8213,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
749,FDB002115,2113,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
750,FDB011599,11604,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
751,FDB014043,14045,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
752,FDB013203,13204,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
753,FDB007765,20355,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
754,FDB000415,410,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
755,FDB003005,3005,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
756,FDB021815,5831,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
757,FDB018881,6783,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
758,FDB012136,12138,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
759,FDB019571,17831,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
760,FDB002159,2160,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
761,FDB018159,18168,2019-08-01 18:41:38 UTC,2019-08-01 18:41:38 UTC,,
762,FDB017234,10233,2019-08-01 18:41:39 UTC,2019-08-01 18:41:39 UTC,,
763,FDB001331,1330,2019-08-01 18:41:39 UTC,2019-08-01 18:41:39 UTC,,
764,FDB015128,11437,2019-08-01 18:41:39 UTC,2019-08-01 18:41:39 UTC,,
765,FDB000786,497,2019-08-01 18:41:39 UTC,2019-08-01 18:41:39 UTC,,
766,FDB001318,20518,2019-08-01 18:41:39 UTC,2019-08-01 18:41:39 UTC,,
767,FDB012533,12535,2019-08-01 18:41:39 UTC,2019-08-01 18:41:39 UTC,,
768,FDB018564,18570,2019-08-01 18:41:39 UTC,2019-08-01 18:41:39 UTC,,
769,FDB012428,620,2019-08-01 18:41:39 UTC,2019-08-01 18:41:39 UTC,,
770,FDB021511,21519,2019-08-01 18:41:39 UTC,2019-08-01 18:41:39 UTC,,
771,FDB018617,980,2019-08-01 18:41:39 UTC,2019-08-01 18:41:39 UTC,,
772,FDB011602,12813,2019-08-01 18:41:40 UTC,2019-08-01 18:41:40 UTC,,
773,FDB001229,1227,2019-08-01 18:41:40 UTC,2019-08-01 18:41:40 UTC,,
774,FDB021823,4652,2019-08-01 18:41:40 UTC,2019-08-01 18:41:40 UTC,,
775,FDB019157,19163,2019-08-01 18:41:40 UTC,2019-08-01 18:41:40 UTC,,
776,FDB004334,5217,2019-08-01 18:41:40 UTC,2019-08-01 18:41:40 UTC,,
777,FDB016441,1905,2019-08-01 18:41:40 UTC,2019-08-01 18:41:40 UTC,,
778,FDB002564,16509,2019-08-01 18:41:40 UTC,2019-08-01 18:41:40 UTC,,
779,FDB001957,11524,2019-08-01 18:41:40 UTC,2019-08-01 18:41:40 UTC,,
780,FDB001654,8413,2019-08-01 18:41:40 UTC,2019-08-01 18:41:40 UTC,,
781,FDB000879,830,2019-08-01 18:41:41 UTC,2019-08-01 18:41:41 UTC,,
782,FDB013127,11024,2019-08-01 18:41:41 UTC,2019-08-01 18:41:41 UTC,,
783,FDB018870,16488,2019-08-01 18:41:41 UTC,2019-08-01 18:41:41 UTC,,
784,FDB017099,16625,2019-08-01 18:41:42 UTC,2019-08-01 18:41:42 UTC,,
785,FDB014782,14464,2019-08-01 18:41:42 UTC,2019-08-01 18:41:42 UTC,,
786,FDB020428,20435,2019-08-01 18:41:42 UTC,2019-08-01 18:41:42 UTC,,
787,FDB018278,11515,2019-08-01 18:41:42 UTC,2019-08-01 18:41:42 UTC,,
788,FDB010533,12349,2019-08-01 18:41:42 UTC,2019-08-01 18:41:42 UTC,,
789,FDB016181,16187,2019-08-01 18:41:43 UTC,2019-08-01 18:41:43 UTC,,
790,FDB005772,884,2019-08-01 18:41:43 UTC,2019-08-01 18:41:43 UTC,,
791,FDB003045,4036,2019-08-01 18:41:43 UTC,2019-08-01 18:41:43 UTC,,
792,FDB017149,1573,2019-08-01 18:41:43 UTC,2019-08-01 18:41:43 UTC,,
793,FDB006745,6745,2019-08-01 18:41:43 UTC,2019-08-01 18:41:43 UTC,,
794,FDB004115,4115,2019-08-01 18:41:43 UTC,2019-08-01 18:41:43 UTC,,
795,FDB002058,2057,2019-08-01 18:41:43 UTC,2019-08-01 18:41:43 UTC,,
796,FDB016475,16497,2019-08-01 18:41:43 UTC,2019-08-01 18:41:43 UTC,,
797,FDB020653,20660,2019-08-01 18:41:43 UTC,2019-08-01 18:41:43 UTC,,
798,FDB016654,615,2019-08-01 18:41:43 UTC,2019-08-01 18:41:43 UTC,,
799,FDB011784,6805,2019-08-01 18:41:43 UTC,2019-08-01 18:41:43 UTC,,
800,FDB016620,16401,2019-08-01 18:41:44 UTC,2019-08-01 18:41:44 UTC,,
801,FDB007694,168,2019-08-01 18:41:44 UTC,2019-08-01 18:41:44 UTC,,
802,FDB020522,20529,2019-08-01 18:41:44 UTC,2019-08-01 18:41:44 UTC,,
803,FDB017097,16626,2019-08-01 18:41:44 UTC,2019-08-01 18:41:44 UTC,,
804,FDB021348,14536,2019-08-01 18:41:44 UTC,2019-08-01 18:41:44 UTC,,
805,FDB014492,14535,2019-08-01 18:41:44 UTC,2019-08-01 18:41:44 UTC,,
806,FDB021179,21188,2019-08-01 18:41:44 UTC,2019-08-01 18:41:44 UTC,,
807,FDB014491,14534,2019-08-01 18:41:44 UTC,2019-08-01 18:41:44 UTC,,
808,FDB016452,16458,2019-08-01 18:41:44 UTC,2019-08-01 18:41:44 UTC,,
809,FDB017124,17129,2019-08-01 18:41:45 UTC,2019-08-01 18:41:45 UTC,,
810,FDB022483,31016,2019-08-01 18:41:45 UTC,2019-08-01 18:41:45 UTC,,
811,FDB018903,15429,2019-08-01 18:41:45 UTC,2019-08-01 18:41:45 UTC,,
812,FDB017383,16730,2019-08-01 18:41:45 UTC,2019-08-01 18:41:45 UTC,,
813,FDB017881,17887,2019-08-01 18:41:45 UTC,2019-08-01 18:41:45 UTC,,
814,FDB002875,2874,2019-08-01 18:41:45 UTC,2019-08-01 18:41:45 UTC,,
815,FDB001376,1375,2019-08-01 18:41:45 UTC,2019-08-01 18:41:45 UTC,,
816,FDB012793,12810,2019-08-01 18:41:45 UTC,2019-08-01 18:41:45 UTC,,
817,FDB003084,3084,2019-08-01 18:41:46 UTC,2019-08-01 18:41:46 UTC,,
818,FDB010636,10637,2019-08-01 18:41:46 UTC,2019-08-01 18:41:46 UTC,,
819,FDB030589,28995,2019-08-01 18:41:46 UTC,2019-08-01 18:41:46 UTC,,
820,FDB023869,31421,2019-08-01 18:41:46 UTC,2019-08-01 18:41:46 UTC,,
821,FDB001352,3603,2019-08-01 18:41:46 UTC,2019-08-01 18:41:46 UTC,,
822,FDB013968,13970,2019-08-01 18:41:46 UTC,2019-08-01 18:41:46 UTC,,
823,FDB010754,10755,2019-08-01 18:41:47 UTC,2019-08-01 18:41:47 UTC,,
824,FDB013271,13273,2019-08-01 18:41:47 UTC,2019-08-01 18:41:47 UTC,,
825,FDB018271,20582,2019-08-01 18:41:47 UTC,2019-08-01 18:41:47 UTC,,
826,FDB031257,24277,2019-08-01 18:41:47 UTC,2019-08-01 18:41:47 UTC,,
827,FDB031306,2432,2019-08-01 18:41:47 UTC,2019-08-01 18:41:47 UTC,,
828,FDB012354,12723,2019-08-01 18:41:47 UTC,2019-08-01 18:41:47 UTC,,
829,FDB012708,20724,2019-08-01 18:41:47 UTC,2019-08-01 18:41:47 UTC,,
830,FDB018388,21043,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
831,FDB001338,1336,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
832,FDB012776,12490,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
833,FDB016418,16424,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
834,FDB021579,21590,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
835,FDB018613,18060,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
836,FDB022489,30692,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
837,FDB008829,8831,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
838,FDB011749,11751,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
839,FDB019638,10649,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
840,FDB028316,30704,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
841,FDB028828,30707,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
842,FDB028777,30259,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
843,FDB028823,30693,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
844,FDB014205,14206,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
845,FDB001926,17052,2019-08-01 18:41:48 UTC,2019-08-01 18:41:48 UTC,,
846,FDB030370,12534,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
847,FDB028827,30701,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
848,FDB010395,2431,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
849,FDB012381,31464,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
850,FDB002105,2103,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
851,FDB001924,30874,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
852,FDB030592,30587,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
853,FDB030594,30756,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
854,FDB015676,15655,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
855,FDB012729,12734,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
856,FDB012727,12027,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
857,FDB011994,12489,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
858,FDB011547,11549,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
859,FDB030518,7081,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
860,FDB005850,31470,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
861,FDB004918,6191,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
862,FDB015474,14198,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
863,FDB028822,30691,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
864,FDB004198,4196,2019-08-01 18:41:49 UTC,2019-08-01 18:41:49 UTC,,
865,FDB028825,30699,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
866,FDB005752,565,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
867,FDB001317,1316,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
868,FDB014204,14205,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
869,FDB019349,21514,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
870,FDB012626,6241,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
871,FDB003357,31237,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
872,FDB000754,10098,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
873,FDB008299,19732,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
874,FDB030894,3299,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
875,FDB022263,30523,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
876,FDB000769,31014,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
877,FDB021911,31278,2019-08-01 18:41:50 UTC,2019-08-01 18:41:50 UTC,,
878,FDB010883,10884,2019-08-01 18:41:51 UTC,2019-08-01 18:41:51 UTC,,
879,FDB016772,15175,2019-08-01 18:41:51 UTC,2019-08-01 18:41:51 UTC,,
880,FDB020488,2430,2019-08-01 18:41:51 UTC,2019-08-01 18:41:51 UTC,,
881,FDB016079,17211,2019-08-01 18:41:52 UTC,2019-08-01 18:41:52 UTC,,
882,FDB018259,18267,2019-08-01 18:41:52 UTC,2019-08-01 18:41:52 UTC,,
883,FDB015175,15178,2019-08-01 18:41:52 UTC,2019-08-01 18:41:52 UTC,,
884,FDB013225,21143,2019-08-01 18:41:52 UTC,2019-08-01 18:41:52 UTC,,
885,FDB014006,14007,2019-08-01 18:41:52 UTC,2019-08-01 18:41:52 UTC,,
886,FDB011227,11229,2019-08-01 18:41:52 UTC,2019-08-01 18:41:52 UTC,,
887,FDB017729,17737,2019-08-01 18:41:52 UTC,2019-08-01 18:41:52 UTC,,
