compound_id,canonical_flavor,flavor_group
8281,alcohol,chemical
3592,cabbage,vegetable
3241,pineapple,fruity
8128,almond,nutty
753,sweet,balsamic
11933,butter,fatty
1325,apple,fruity
29793,cabbage,vegetable
3379,green,green
8230,butter,fatty
8241,butter,fatty
12065,cheese,fatty
8081,grape,fruity
29794,green,green
11802,butter,fatty
12087,sweet,balsamic
8300,sour,fatty
3492,cabbage,vegetable
8134,green,green
8132,whiskee,wine_like
8235,strawberre,fruity
8235,tomato,vegetable
29796,green,green
29796,plastic,chemical
8240,green,green
8240,plastic,chemical
3276,apple,fruity
3276,banana,fruity
9848,apple,fruity
3279,sweet,balsamic
8094,green,green
8179,sweet,balsamic
8086,green,green
29798,cabbage,vegetable
5817,plastic,chemical
3272,green,green
12085,apple,fruity
3229,almond,nutty
1367,pineapple,fruity
3387,pear,fruity
10899,almond,nutty
10899,sweet,balsamic
8083,apple,fruity
8083,green,green
29802,apple,fruity
11880,apple,fruity
8136,cheese,fatty
8073,green,green
8133,banana,fruity
11499,green,green
8091,green,green
8091,walnut,nutty
5820,geranium,floral
19253,pineapple,fruity
8049,citru,citrus
12160,mushroom,earthy
13899,sweet,balsamic
5816,plastic,chemical
3391,green,green
1413,green,green
8232,green,green
11996,green,green
8061,almond,nutty
14664,almond,nutty
8054,green,green
8380,sweet,balsamic
8380,potato,vegetable
3346,butter,fatty
12461,cabbage,vegetable
21353,cabbage,vegetable
29813,hazelnut,nutty
3366,mushroom,earthy
8239,mushroom,earthy
3350,mushroom,earthy
10993,almond,nutty
10993,caramel,balsamic
14711,pepper,pepper
14711,mushroom,earthy
29814,geranium,floral
13519,pepper,pepper
14924,lemon,citrus
3090,butter,fatty
21567,sweet,balsamic
3340,lemon,citrus
3340,green,green
8528,potato,vegetable
8788,walnut,nutty
3343,mushroom,earthy
19934,green,green
19934,banana,fruity
3344,mushroom,earthy
29821,cabbage,vegetable
4833,citru,citrus
12241,hawthorne,floral
12241,honee,balsamic
12241,sweet,balsamic
14300,citru,citrus
14619,sweet,balsamic
3256,rose,floral
3256,green,green
14327,lemon,citrus
29822,caramel,balsamic
15974,lemon,citrus
13570,lemon,citrus
13570,orange,citrus
29825,caramel,balsamic
20388,caramel,balsamic
3338,orange,citrus
12109,almond,nutty
17365,citru,citrus
1462,citru,citrus
8547,green,green
8544,caramel,balsamic
14667,walnut,nutty
2957,green,green
29827,walnut,nutty
12544,caramel,balsamic
12544,sweet,balsamic
29829,citru,citrus
8532,green,green
8532,melon,citrus
1465,sweet,balsamic
2941,green,green
14852,green,green
11888,sweet,balsamic
16013,caramel,balsamic
29832,mushroom,earthy
20029,potato,vegetable
29833,citru,citrus
3361,maple,woody
12201,sweet,balsamic
20028,potato,vegetable
8789,plastic,chemical
29835,sweet,balsamic
2712,caramel,balsamic
19962,sweet,balsamic
12451,banana,fruity
29836,mushroom,earthy
29837,cucumber,vegetable
3304,citru,citrus
3304,green,green
12155,honee,balsamic
12155,rose,floral
14439,hyacinth,floral
14943,lavender,floral
8350,green,green
8350,cucumber,vegetable
3347,plastic,chemical
15973,plastic,chemical
29839,green,green
3309,green,green
29841,sweet,balsamic
29841,rose,floral
12004,strawberre,fruity
812,citru,citrus
9779,green,green
29844,mushroom,earthy
2189,caramel,balsamic
9793,lemon,citrus
8746,sweet,balsamic
5026,citru,citrus
29846,cucumber,vegetable
29847,citru,citrus
3373,green,green
29849,caramel,balsamic
29850,apple,fruity
3313,cucumber,vegetable
3313,green,green
29855,sweet,balsamic
3308,green,green
12043,cucumber,vegetable
12043,green,green
11863,caramel,balsamic
12646,horseradish,vegetable
21276,potato,vegetable
3303,cucumber,vegetable
12583,cucumber,vegetable
29856,green,green
8723,sweet,balsamic
29860,green,green
29860,citru,citrus
11410,green,green
29863,green,green
12200,celere,vegetable
12117,cucumber,vegetable
17582,sweet,balsamic
29865,geranium,floral
14922,carawae,herbaceous
29866,green,green
8349,watermelon,fruity
12395,anise,balsamic
29868,green,green
29869,cucumber,vegetable
20948,cabbage,vegetable
3278,butter,fatty
3278,cheese,fatty
11676,green,green
826,citru,citrus
29871,carawae,herbaceous
2288,citru,citrus
3306,coconut,fruity
728,apple,fruity
3844,carawae,herbaceous
14103,coconut,fruity
18754,strawberre,fruity
17548,green,green
14493,rose,floral
13578,lemon,citrus
2988,orange,citrus
12156,rose,floral
12156,honee,balsamic
12156,tobacco,tobacco
14948,sweet,balsamic
10562,sweet,balsamic
12191,cinnamon,balsamic
12191,anise,balsamic
14617,fennel,herbaceous
10560,honee,balsamic
13724,lemon,citrus
29876,rose,floral
14602,carawae,herbaceous
17544,green,green
19140,sweet,balsamic
872,sweet,balsamic
10576,sweet,balsamic
13705,lemon,citrus
13795,rose,floral
13795,geranium,floral
3307,green,green
3337,cheese,fatty
11675,sweet,balsamic
14426,grapefruit,fruity
8783,cinnamon,balsamic
19894,clove,herbaceous
16878,peach,fruity
11834,orange,citrus
11834,green,green
29880,citru,citrus
3393,caramel,balsamic
3393,sweet,balsamic
14707,citru,citrus
14707,green,green
14887,sweet,balsamic
29881,green,green
19991,sweet,balsamic
2917,sweet,balsamic
14419,anise,balsamic
701,coconut,fruity
29883,coconut,fruity
8076,coumarin,spicy
8076,sweet,balsamic
857,clove,herbaceous
11409,plum,fruity
897,honee,balsamic
29887,sweet,balsamic
29889,apple,fruity
10955,caramel,balsamic
19969,sweet,balsamic
12449,rose,floral
19970,green,green
838,vanilla,balsamic
8396,coconut,fruity
8396,peach,fruity
15484,rose,floral
15484,honee,balsamic
13741,green,green
13797,rose,floral
11710,peach,fruity
29894,sweet,balsamic
12174,clove,herbaceous
12174,honee,balsamic
2987,grape,fruity
4535,citru,citrus
4535,green,green
8549,clove,herbaceous
12140,lile,floral
12140,citru,citrus
19882,orange,citrus
17263,green,green
15483,apple,fruity
29895,green,green
14487,violet,floral
1028,wintergreen,green
2291,pear,fruity
2291,sweet,balsamic
11941,green,green
11941,sweet,balsamic
8394,peach,fruity
11909,cabbage,vegetable
8530,green,green
878,coconut,fruity
16116,coconut,fruity
29896,rose,floral
3015,green,green
3015,sweet,balsamic
29897,whiskee,wine_like
8785,honee,balsamic
14706,citru,citrus
14706,sweet,balsamic
29899,peach,fruity
12863,peach,fruity
2292,sweet,balsamic
2292,apple,fruity
2292,citru,citrus
29900,pepper,pepper
15517,pear,fruity
15473,violet,floral
15473,raspberre,fruity
16242,rose,floral
14408,green,green
29902,sweet,balsamic
2897,sweet,balsamic
3012,coconut,fruity
11846,raspberre,fruity
17372,green,green
29904,citru,citrus
29904,lavender,floral
8200,cabbage,vegetable
16241,sweet,balsamic
16241,rose,floral
17547,green,green
14898,sweet,balsamic
6368,green,green
18012,rose,floral
18012,apple,fruity
15077,green,green
8741,sweet,balsamic
15730,peach,fruity
411,rose,floral
411,apple,fruity
13588,sweet,balsamic
15736,sweet,balsamic
16243,honee,balsamic
16243,rose,floral
15498,jasmine,floral
14734,coconut,fruity
20008,rose,floral
3840,green,green
1424,jasmine,floral
9602,peach,fruity
9602,sweet,balsamic
29913,jasmine,floral
14960,sweet,balsamic
963,sweet,balsamic
22003,sweet,balsamic
29919,strawberre,fruity
29920,sweet,balsamic
14573,sweet,balsamic
16880,sweet,balsamic
12005,honee,balsamic
15572,green,green
15572,sweet,balsamic
29921,green,green
29922,sweet,balsamic
29924,sweet,balsamic
14802,grapefruit,fruity
20799,sweet,balsamic
29927,honee,balsamic
29930,sweet,balsamic
8395,apricot,fruity
29932,green,green
2891,coconut,fruity
21100,sweet,balsamic
29934,caramel,balsamic
29934,butter,balsamic
29934,vanilla,balsamic
29935,sweet,balsamic
29935,vanilla,balsamic
12058,vanilla,balsamic
15484,apple,fruity
21560,cabbage,vegetable
3361,celere,vegetable
12552,celere,vegetable
29936,corn,vegetable
8532,cucumber,vegetable
15392,horseradish,vegetable
3376,horseradish,vegetable
16868,horseradish,vegetable
8241,horseradish,vegetable
3391,vegetable,vegetable
3379,vegetable,vegetable
19426,vegetable,vegetable
19517,vegetable,vegetable
3486,vegetable,vegetable
21276,vegetable,vegetable
3492,vegetable,vegetable
8532,vegetable,vegetable
8530,vegetable,vegetable
9399,vegetable,vegetable
3266,vegetable,vegetable
19987,vegetable,vegetable
930,vegetable,vegetable
8295,vegetable,vegetable
12544,potato,vegetable
21170,potato,vegetable
11130,potato,vegetable
21470,potato,vegetable
12550,potato,vegetable
12453,tomato,vegetable
499,tomato,vegetable
8546,tomato,vegetable
8782,clove,herbaceous
12396,clove,herbaceous
14519,clove,herbaceous
11838,clove,herbaceous
12406,clove,herbaceous
8863,clove,herbaceous
8860,clove,herbaceous
10529,clove,herbaceous
855,fennel,herbaceous
11189,fennel,herbaceous
3361,fennel,herbaceous
10553,fennel,herbaceous
3391,herb,herbaceous
3379,herb,herbaceous
19426,herb,herbaceous
19517,herb,herbaceous
3486,herb,herbaceous
21276,herb,herbaceous
3492,herb,herbaceous
8532,herb,herbaceous
8530,herb,herbaceous
9399,herb,herbaceous
3266,herb,herbaceous
19987,herb,herbaceous
930,herb,herbaceous
8295,herb,herbaceous
2292,sage,herbaceous
416,sage,herbaceous
10504,butter,fatty
20387,butter,fatty
12093,butter,fatty
11409,butter,fatty
8256,butter,fatty
16139,butter,fatty
15317,butter,fatty
29937,butter,fatty
16116,butter,fatty
3270,butter,fatty
16881,butter,fatty
20553,butter,fatty
8534,butter,fatty
12093,cheese,fatty
12847,cheese,fatty
11409,cheese,fatty
3376,cheese,fatty
15091,cheese,fatty
16139,cheese,fatty
19517,cheese,fatty
16881,cheese,fatty
29936,cheese,fatty
8050,cheese,fatty
8052,cheese,fatty
8060,cheese,fatty
13900,cheese,fatty
11802,cream,fatty
8549,cream,fatty
872,cream,fatty
11901,cream,fatty
8256,cream,fatty
16139,cream,fatty
29938,cream,fatty
29939,cream,fatty
3379,cream,fatty
16116,cream,fatty
15547,cream,fatty
8865,cream,fatty
8866,cream,fatty
16881,cream,fatty
15517,cream,fatty
19942,hop oil,fatty
499,oile,fatty
13946,oile,fatty
8549,oile,fatty
15069,oile,fatty
577,oile,fatty
776,oile,fatty
3383,oile,fatty
8775,oile,fatty
19949,oile,fatty
8725,oile,fatty
2988,oile,fatty
11933,oile,fatty
16881,oile,fatty
8367,oile,fatty
2987,oile,fatty
3391,fat,fatty
3379,fat,fatty
19426,fat,fatty
19517,fat,fatty
3486,fat,fatty
21276,fat,fatty
3492,fat,fatty
8532,fat,fatty
8530,fat,fatty
9399,fat,fatty
3266,fat,fatty
19987,fat,fatty
930,fat,fatty
8295,fat,fatty
3246,sour,fatty
3292,sour,fatty
8052,sour,fatty
13900,sour,fatty
3286,sour,fatty
8136,sour,fatty
8206,sour,fatty
8246,sour,fatty
14736,sour,fatty
1931,sour,fatty
8417,sour,fatty
11901,coumarin,spicy
3391,spice,spicy
3379,spice,spicy
19426,spice,spicy
19517,spice,spicy
3486,spice,spicy
21276,spice,spicy
3492,spice,spicy
8532,spice,spicy
8530,spice,spicy
9399,spice,spicy
3266,spice,spicy
19987,spice,spicy
930,spice,spicy
8295,spice,spicy
12458,blossom,floral
11669,blossom,floral
9851,blossom,floral
14949,blossom,floral
12003,carnation,floral
9645,carnation,floral
8863,carnation,floral
13627,carnation,floral
8263,carnation,floral
2295,gardenia,floral
10565,gardenia,floral
19991,gardenia,floral
12841,geranium,floral
14493,geranium,floral
12856,geranium,floral
14940,geranium,floral
12109,hawthorne,floral
872,hawthorne,floral
10502,hawthorne,floral
10551,hawthorne,floral
12557,hyacinth,floral
887,hyacinth,floral
11838,hyacinth,floral
10563,hyacinth,floral
15101,hyacinth,floral
10547,hyacinth,floral
13616,hyacinth,floral
13627,hyacinth,floral
12241,hyacinth,floral
10558,hyacinth,floral
29940,hyacinth,floral
12191,hyacinth,floral
16831,iri,floral
11834,iri,floral
15027,jasmine,floral
3368,jasmine,floral
11409,jasmine,floral
3281,jasmine,floral
1371,jasmine,floral
12003,jasmine,floral
3478,jasmine,floral
3486,jasmine,floral
20164,jasmine,floral
12011,jasmine,floral
13615,jasmine,floral
14297,jasmine,floral
14898,lavender,floral
13797,lavender,floral
9964,lavender,floral
373,lavender,floral
8409,lile,floral
21556,marigold,floral
3391,floral,floral
3379,floral,floral
19426,floral,floral
19517,floral,floral
3486,floral,floral
21276,floral,floral
3492,floral,floral
8532,floral,floral
8530,floral,floral
9399,floral,floral
3266,floral,floral
19987,floral,floral
930,floral,floral
8295,floral,floral
20167,rose,floral
12003,rose,floral
14620,rose,floral
11404,rose,floral
16240,rose,floral
9195,rose,floral
12354,rose,floral
19882,rose,floral
15076,violet,floral
19913,violet,floral
3318,violet,floral
3355,violet,floral
12043,violet,floral
10555,violet,floral
8549,anise,balsamic
2793,anise,balsamic
872,anise,balsamic
13598,anise,balsamic
8256,anise,balsamic
16013,anise,balsamic
3241,anise,balsamic
10591,anise,balsamic
12200,anise,balsamic
10562,anise,balsamic
14519,anise,balsamic
8711,anise,balsamic
8860,anise,balsamic
10590,anise,balsamic
9823,anise,balsamic
8549,balsam,balsamic
2793,balsam,balsamic
872,balsam,balsamic
13598,balsam,balsamic
8256,balsam,balsamic
16013,balsam,balsamic
3241,balsam,balsamic
10591,balsam,balsamic
12200,balsam,balsamic
10562,balsam,balsamic
14519,balsam,balsamic
8711,balsam,balsamic
8860,balsam,balsamic
10590,balsam,balsamic
9823,balsam,balsamic
3248,butter,balsamic
16868,butter,balsamic
10504,caramel,balsamic
19688,caramel,balsamic
15874,caramel,balsamic
12557,caramel,balsamic
8865,caramel,balsamic
3361,caramel,balsamic
3246,caramel,balsamic
29936,caramel,balsamic
11619,caramel,balsamic
29941,caramel,balsamic
9408,caramel,balsamic
930,caramel,balsamic
8546,chocolate,balsamic
10952,chocolate,balsamic
8549,chocolate,balsamic
872,chocolate,balsamic
12557,chocolate,balsamic
20014,chocolate,balsamic
8794,chocolate,balsamic
18755,chocolate,balsamic
3379,chocolate,balsamic
14589,chocolate,balsamic
12015,chocolate,balsamic
3248,chocolate,balsamic
10562,chocolate,balsamic
10900,chocolate,balsamic
11838,chocolate,balsamic
8549,cinnamon,balsamic
872,cinnamon,balsamic
8256,cinnamon,balsamic
8782,cinnamon,balsamic
12055,cinnamon,balsamic
12003,cinnamon,balsamic
12174,cinnamon,balsamic
8348,cinnamon,balsamic
8056,cinnamon,balsamic
11838,cinnamon,balsamic
16303,cinnamon,balsamic
20131,cinnamon,balsamic
8297,honee,balsamic
8247,honee,balsamic
15872,honee,balsamic
12557,honee,balsamic
11275,honee,balsamic
20167,honee,balsamic
12055,honee,balsamic
12003,honee,balsamic
11404,honee,balsamic
10562,honee,balsamic
17558,honee,balsamic
11838,honee,balsamic
12011,honee,balsamic
21354,other,balsamic
10504,sweet,balsamic
12109,sweet,balsamic
11134,sweet,balsamic
2253,sweet,balsamic
12395,sweet,balsamic
19925,sweet,balsamic
8549,sweet,balsamic
19927,sweet,balsamic
969,sweet,balsamic
8247,sweet,balsamic
15872,sweet,balsamic
16575,sweet,balsamic
8231,sweet,balsamic
15078,sweet,balsamic
10504,vanilla,balsamic
12395,vanilla,balsamic
8549,vanilla,balsamic
8231,vanilla,balsamic
872,vanilla,balsamic
11901,vanilla,balsamic
12557,vanilla,balsamic
13596,vanilla,balsamic
8743,vanilla,balsamic
8256,vanilla,balsamic
17546,vanilla,balsamic
12617,vanilla,balsamic
11995,vanilla,balsamic
20208,vanilla,balsamic
13233,lemon,citrus
14589,lemon,citrus
20097,lemon,citrus
14620,lemon,citrus
12449,lemon,citrus
8532,lemon,citrus
29942,lemon,citrus
14947,lemon,citrus
14300,lemon,citrus
14943,lemon,citrus
897,lemon,citrus
14589,lime,citrus
9412,lime,citrus
14898,lime,citrus
29942,lime,citrus
897,lime,citrus
13913,lime,citrus
14949,lime,citrus
3304,lime,citrus
14301,lime,citrus
3344,melon,citrus
20169,melon,citrus
8201,melon,citrus
10562,melon,citrus
416,melon,citrus
13126,melon,citrus
19942,melon,citrus
29943,melon,citrus
9783,melon,citrus
10590,melon,citrus
15498,melon,citrus
1081,melon,citrus
19863,melon,citrus
12458,orange,citrus
3015,orange,citrus
14519,orange,citrus
19889,orange,citrus
15473,orange,citrus
14300,orange,citrus
14943,orange,citrus
29943,orange,citrus
9783,orange,citrus
3391,citru,citrus
3379,citru,citrus
19426,citru,citrus
19517,citru,citrus
3486,citru,citrus
21276,citru,citrus
3492,citru,citrus
8532,citru,citrus
8530,citru,citrus
9399,citru,citrus
3266,citru,citrus
19987,citru,citrus
930,citru,citrus
8295,citru,citrus
8792,cedar,woody
12544,maple,woody
3248,maple,woody
11619,maple,woody
8104,maple,woody
3196,maple,woody
8863,mesquite,woody
8549,mesquite,woody
3391,woode,woody
3379,woode,woody
19426,woode,woody
19517,woode,woody
3486,woode,woody
21276,woode,woody
3492,woode,woody
8532,woode,woody
8530,woode,woody
9399,woode,woody
3266,woode,woody
19987,woode,woody
930,woode,woody
8295,woode,woody
8863,bacon,meaty
29936,beef,meaty
11130,beef,meaty
8542,beef,meaty
10417,beef,meaty
3391,meat,meaty
3379,meat,meaty
19426,meat,meaty
19517,meat,meaty
3486,meat,meaty
21276,meat,meaty
3492,meat,meaty
8532,meat,meaty
8530,meat,meaty
9399,meat,meaty
3266,meat,meaty
19987,meat,meaty
930,meat,meaty
8295,meat,meaty
15776,leafe,green
19426,green,green
19517,green,green
3486,green,green
21276,green,green
3492,green,green
9399,green,green
3266,green,green
19987,green,green
930,green,green
8295,green,green
19946,wintergreen,green
16412,beer,wine_like
16412,brande,wine_like
3391,wine like,wine_like
3379,wine like,wine_like
19426,wine like,wine_like
19517,wine like,wine_like
3486,wine like,wine_like
21276,wine like,wine_like
3492,wine like,wine_like
8532,wine like,wine_like
8530,wine like,wine_like
9399,wine like,wine_like
3266,wine like,wine_like
19987,wine like,wine_like
930,wine like,wine_like
8295,wine like,wine_like
16412,rum,wine_like
19942,whiskee,wine_like
8298,whiskee,wine_like
3091,mushroom,earthy
12544,mushroom,earthy
8549,muste,earthy
11995,muste,earthy
20208,muste,earthy
8786,muste,earthy
3418,muste,earthy
21410,muste,earthy
12015,muste,earthy
22003,muste,earthy
8367,muste,earthy
20219,muste,earthy
8534,muste,earthy
930,muste,earthy
12627,muste,earthy
29942,muste,earthy
3391,earth,earthy
3379,earth,earthy
19426,earth,earthy
19517,earth,earthy
3486,earth,earthy
21276,earth,earthy
3492,earth,earthy
8532,earth,earthy
8530,earth,earthy
9399,earth,earthy
3266,earth,earthy
19987,earth,earthy
930,earth,earthy
8295,earth,earthy
8302,apple,fruity
17253,apple,fruity
619,apple,fruity
3368,apple,fruity
8748,apple,fruity
1371,apple,fruity
19255,apple,fruity
21556,apple,fruity
19975,apple,fruity
8747,apple,fruity
20024,apple,fruity
3379,apple,fruity
12828,apple,fruity
12015,apple,fruity
20382,apricot,fruity
8549,apricot,fruity
19927,apricot,fruity
619,apricot,fruity
8754,apricot,fruity
3368,apricot,fruity
11409,apricot,fruity
20014,apricot,fruity
21459,apricot,fruity
11404,apricot,fruity
16116,apricot,fruity
12015,apricot,fruity
8367,apricot,fruity
19987,apricot,fruity
19914,apricot,fruity
8549,banana,fruity
19927,banana,fruity
20387,banana,fruity
18606,banana,fruity
1371,banana,fruity
3387,banana,fruity
19255,banana,fruity
19975,banana,fruity
1358,banana,fruity
15083,banana,fruity
29944,banana,fruity
12200,banana,fruity
8367,banana,fruity
12085,banana,fruity
11681,berre,fruity
19927,berre,fruity
16746,berre,fruity
872,berre,fruity
8746,berre,fruity
11409,berre,fruity
1371,berre,fruity
17546,berre,fruity
15091,berre,fruity
19255,berre,fruity
12003,berre,fruity
21410,berre,fruity
12200,berre,fruity
3246,berre,fruity
9412,berre,fruity
8532,cantaloupe,fruity
17253,cherre,fruity
12451,cherre,fruity
872,cherre,fruity
11901,cherre,fruity
14664,cherre,fruity
3368,cherre,fruity
8746,cherre,fruity
12847,cherre,fruity
20014,cherre,fruity
8256,cherre,fruity
29945,cherre,fruity
14620,cherre,fruity
8865,cherre,fruity
8869,cherre,fruity
12200,cherre,fruity
8549,coconut,fruity
3091,coconut,fruity
16139,coconut,fruity
15547,coconut,fruity
856,coconut,fruity
16881,coconut,fruity
8342,coconut,fruity
18145,coconut,fruity
12486,coconut,fruity
9823,coconut,fruity
15531,coconut,fruity
8209,coconut,fruity
12015,cranberre,fruity
12200,cranberre,fruity
12015,grape,fruity
12458,grape,fruity
20388,grape,fruity
12544,grape,fruity
11669,grape,fruity
12200,grape,fruity
9393,grape,fruity
8101,grape,fruity
9399,grape,fruity
29942,grape,fruity
16866,grape,fruity
19889,grape,fruity
8746,grapefruit,fruity
14589,grapefruit,fruity
8532,grapefruit,fruity
10562,grapefruit,fruity
14519,grapefruit,fruity
9795,grapefruit,fruity
897,grapefruit,fruity
14949,grapefruit,fruity
3304,grapefruit,fruity
12241,grapefruit,fruity
16746,jam,fruity
8256,jam,fruity
1371,jam,fruity
15473,jam,fruity
9758,jam,fruity
16131,jam,fruity
1327,mango,fruity
13615,mango,fruity
9783,mango,fruity
3391,fruit,fruity
3379,fruit,fruity
19426,fruit,fruity
19517,fruit,fruity
3486,fruit,fruity
21276,fruit,fruity
3492,fruit,fruity
8532,fruit,fruity
8530,fruit,fruity
9399,fruit,fruity
3266,fruit,fruity
19987,fruit,fruity
930,fruit,fruity
8295,fruit,fruity
19942,papaya,fruity
20382,peach,fruity
21126,peach,fruity
8549,peach,fruity
8754,peach,fruity
11409,peach,fruity
20014,peach,fruity
19255,peach,fruity
8747,peach,fruity
11404,peach,fruity
18954,peach,fruity
16116,peach,fruity
12015,peach,fruity
8532,peach,fruity
16881,peach,fruity
11409,pear,fruity
19255,pear,fruity
3379,pear,fruity
3486,pear,fruity
12015,pear,fruity
3481,pear,fruity
2987,pear,fruity
19914,pear,fruity
14519,pear,fruity
8055,pear,fruity
19889,pear,fruity
19925,pineapple,fruity
19927,pineapple,fruity
19929,pineapple,fruity
20387,pineapple,fruity
8247,pineapple,fruity
12451,pineapple,fruity
15090,pineapple,fruity
12847,pineapple,fruity
20014,pineapple,fruity
21459,pineapple,fruity
8748,pineapple,fruity
19255,pineapple,fruity
12828,pineapple,fruity
15083,pineapple,fruity
19882,pineapple,fruity
8549,plum,fruity
11901,plum,fruity
3368,plum,fruity
15873,plum,fruity
20361,plum,fruity
11404,plum,fruity
16116,plum,fruity
12200,plum,fruity
29946,plum,fruity
8201,plum,fruity
11880,plum,fruity
12871,plum,fruity
20169,quince,fruity
8549,raspberre,fruity
20024,raspberre,fruity
12200,raspberre,fruity
10562,raspberre,fruity
18455,raspberre,fruity
29942,raspberre,fruity
19889,raspberre,fruity
14487,raspberre,fruity
13803,raspberre,fruity
29943,raspberre,fruity
9783,raspberre,fruity
11685,raspberre,fruity
12847,strawberre,fruity
1371,strawberre,fruity
12200,strawberre,fruity
3279,strawberre,fruity
9408,strawberre,fruity
8060,strawberre,fruity
11838,strawberre,fruity
20388,strawberre,fruity
3278,strawberre,fruity
897,strawberre,fruity
8136,strawberre,fruity
8297,tart,fruity
16868,tropica,fruity
19942,tropica,fruity
8190,tropica,fruity
8532,watermelon,fruity
12395,alcohol,chemical
15027,alcohol,chemical
12093,alcohol,chemical
358,alcohol,chemical
8074,alcohol,chemical
11499,alcohol,chemical
16226,alcohol,chemical
736,alcohol,chemical
12550,alcohol,chemical
10495,plastic,chemical
8170,plastic,chemical
13400,sulfur,chemical
11621,sulfur,chemical
11776,sulfur,chemical
8718,sulfur,chemical
3266,sulfur,chemical
10900,sulfur,chemical
19463,sulfur,chemical
734,sulfur,chemical
19904,sulfur,chemical
9795,sulfur,chemical
19918,sulfur,chemical
15530,sulfur,chemical
12757,sulfur,chemical
3592,sulfur,chemical
14992,sulfur,chemical
3091,almond,nutty
872,almond,nutty
11901,almond,nutty
12847,almond,nutty
8794,almond,nutty
8256,almond,nutty
12003,almond,nutty
15547,almond,nutty
8869,almond,nutty
20388,almond,nutty
10960,almond,nutty
8723,almond,nutty
29936,almond,nutty
19688,hazelnut,nutty
10952,hazelnut,nutty
21276,hazelnut,nutty
21169,hazelnut,nutty
856,hazelnut,nutty
21170,hazelnut,nutty
8348,hazelnut,nutty
15357,hazelnut,nutty
15098,hazelnut,nutty
8528,hazelnut,nutty
11163,hazelnut,nutty
3391,nut,nutty
3379,nut,nutty
19426,nut,nutty
19517,nut,nutty
3486,nut,nutty
21276,nut,nutty
3492,nut,nutty
8532,nut,nutty
8530,nut,nutty
9399,nut,nutty
3266,nut,nutty
19987,nut,nutty
930,nut,nutty
8295,nut,nutty
930,peanut,nutty
11130,peanut,nutty
8060,peanut,nutty
857,peanut,nutty
12455,peanut,nutty
29947,peanut,nutty
19918,peanut,nutty
8542,peanut,nutty
12241,peanut,nutty
8281,peanut,nutty
8528,peanut,nutty
8746,walnut,nutty
8731,walnut,nutty
19990,walnut,nutty
29942,camphoraceou,camphoraceous
3217,camphoraceou,camphoraceous
13864,camphoraceou,camphoraceous
14502,camphoraceou,camphoraceous
14505,camphoraceou,camphoraceous
13803,camphoraceou,camphoraceous
29943,camphoraceou,camphoraceous
9783,camphoraceou,camphoraceous
16226,camphoraceou,camphoraceous
8792,camphoraceou,camphoraceous
11773,camphoraceou,camphoraceous
14503,camphoraceou,camphoraceous
15974,camphoraceou,camphoraceous
15547,tobacco,tobacco
11189,tobacco,tobacco
3361,tobacco,tobacco
29936,tobacco,tobacco
930,tobacco,tobacco
11130,tobacco,tobacco
19946,tobacco,tobacco
3217,tobacco,tobacco
14502,tobacco,tobacco
1015,tobacco,tobacco
12395,minte,minty
872,minte,minty
20208,minte,minty
14922,minte,minty
14589,minte,minty
13721,minte,minty
17263,minte,minty
17264,minte,minty
20882,minte,minty
9286,minte,minty
14917,minte,minty
21436,minte,minty
8865,minte,minty
12200,minte,minty
1028,minte,minty
14589,pepper,pepper
14619,pepper,pepper
29942,pepper,pepper
11499,pepper,pepper
8545,pepper,pepper
10920,pepper,pepper
8860,pepper,pepper
19918,pepper,pepper
16142,pepper,pepper
19863,pepper,pepper
13913,pepper,pepper
13906,pepper,pepper
449,pepper,pepper
8743,medicinal,medicinal
12617,medicinal,medicinal
9068,medicinal,medicinal
8786,medicinal,medicinal
8789,medicinal,medicinal
8790,medicinal,medicinal
21436,medicinal,medicinal
13957,medicinal,medicinal
358,medicinal,medicinal
11888,medicinal,medicinal
8074,medicinal,medicinal
8730,medicinal,medicinal
5303,medicinal,medicinal
8863,medicinal,medicinal
897,medicinal,medicinal
12544,mosse,mossy
3364,mosse,mossy
8170,mosse,mossy
3381,fish,fishy
8048,fish,fishy
3266,fish,fishy
10900,fish,fishy
12011,fish,fishy
8860,fish,fishy
15757,fish,fishy
8542,fish,fishy
11676,fish,fishy
3304,fish,fishy
3309,fish,fishy
3350,fish,fishy
16580,fish,fishy
12550,fish,fishy
8793,smoke,smoky
15484,smoke,smoky
12446,smoke,smoky
11189,smoke,smoky
3361,smoke,smoky
14610,smoke,smoky
19894,smoke,smoky
3248,smoke,smoky
8101,smoke,smoky
930,smoke,smoky
10900,smoke,smoky
11888,smoke,smoky
16813,smoke,smoky
8863,smoke,smoky
8104,smoke,smoky
8550,muske,musky
12867,muske,musky
29948,muske,musky
29949,muske,musky
29950,muske,musky
29951,muske,musky
29952,muske,musky
20219,muske,musky
3092,muske,musky
29953,muske,musky
29954,muske,musky
12438,soape,soapy
19946,soape,soapy
12486,soape,soapy
8860,soape,soapy
17255,soape,soapy
3012,soape,soapy
744,soape,soapy
3309,soape,soapy
19991,soape,soapy
12415,soape,soapy
3361,seede,seedy
10495,seede,seedy
19749,animal,animal
12011,animal,animal
1324,animal,animal
3212,animal,animal
16580,animal,animal
12647,animal,animal
449,animal,animal
8291,animal,animal
10995,animal,animal
3231,animal,animal
10529,animal,animal
