food_id_a,food_id_b,pair_count,freq_a,freq_b,pmi,avg_rating,novelty_score,chemistry_overlap,shared_compounds
12,716,25,315,3148,0.7477540427672013,4.2991341991341985,8.117395990332923,0.4266666666666667,32
131,781,25,2536,1389,-0.5198333671813321,4.328333333333334,8.117395990332923,0.4666666666666667,49
8,19,25,8536,142,0.5469744405472782,4.7736363636363635,8.117395990332923,0.11818181818181818,13
666,938,25,36056,72,-0.21464539225641133,3.9704761904761905,8.117395990332923,0.0,0
245,965,25,2582,1724,-0.753872731500098,4.608095238095238,8.117395990332923,0.0,0
667,724,25,22091,42,0.8142541081045749,4.064761904761904,8.117395990332923,0.35714285714285715,20
52,670,25,94,14657,0.4188811928328237,4.182666666666667,8.117395990332923,0.23529411764705882,20
645,912,25,1011,1793,0.14450859850452397,4.133434218344434,8.117395990332923,0.12121212121212122,16
274,965,25,437,1724,1.0225136448108996,4.1135064935064936,8.117395990332923,0.0,0
670,969,25,14657,128,0.1101457111832103,4.148571428571429,8.117395990332923,0.0,0
149,670,25,81,14657,0.5677268204303888,4.364814814814815,8.117395990332923,0.17105263157894737,13
941,986,25,16880,171,-0.3206990335224798,4.566666666666666,8.117395990332923,,0
586,778,25,4438,201,0.8535852795785132,3.541666666666666,8.117395990332923,0.4230769230769231,33
105,208,25,617,870,1.361487055576111,4.440666666666667,8.117395990332923,0.13861386138613863,14
245,872,25,2582,1243,-0.42675337178717077,4.415761904761904,8.117395990332923,0.06818181818181818,6
778,825,25,201,8072,0.25538782103760765,3.9086315789473685,8.117395990332923,0.45714285714285713,32
954,970,25,2042,761,0.2985309345438314,4.14843137254902,8.117395990332923,1.0,1
245,910,25,2582,286,1.042537908903688,4.558333333333334,8.117395990332923,0.11258278145695365,17
700,985,25,1013,3786,-0.6048875448878233,4.506095238095238,8.117395990332923,0.4661016949152542,55
321,700,25,382,1013,1.6887571782748696,4.314444444444445,8.117395990332923,0.26548672566371684,30
321,825,25,382,8072,-0.38672787950989196,4.336666666666667,8.117395990332923,0.25396825396825395,16
781,985,25,1389,3786,-0.9205553833934836,4.7578571428571435,8.117395990332923,0.449438202247191,40
53,633,25,678,11710,-1.3324964534020303,4.417428571428571,8.117395990332923,0.1111111111111111,13
670,731,25,14657,237,-0.5058841660323037,3.726060606060606,8.117395990332923,0.25316455696202533,20
68,118,25,753,2211,0.22958388247278835,4.775333333333333,8.117395990332923,0.3253968253968254,41
195,245,25,4173,2582,-1.6378607608680122,4.116333333333333,8.117395990332923,0.042735042735042736,5
8,18,25,8536,188,0.2663595353185897,4.148666666666666,8.117395990332923,0.6363636363636364,49
40,249,25,15041,71,0.6736343294335995,4.305050505050505,8.117395990332923,0.14383561643835616,21
666,840,25,36056,41,0.34844866005533615,4.166666666666667,8.117395990332923,0.39805825242718446,41
61,716,25,457,3148,0.3756432906986296,4.84,8.117395990332923,0.1926605504587156,21
245,804,25,2582,412,0.677506370374014,4.3693333333333335,8.117395990332923,0.06153846153846154,8
546,909,25,694,1171,0.9467639670256063,4.7299999999999995,8.117395990332923,0.24731182795698925,23
9,643,25,739,4073,-0.36258373746648614,4.223333333333333,8.117395990332923,0.42168674698795183,35
31,118,25,412,2211,0.8326257609231554,4.365350649350649,8.117395990332923,0.09278350515463918,9
245,631,25,2582,1106,-0.30997546235873974,3.8980952380952387,8.117395990332923,0.05128205128205128,4
67,74,25,1837,202,1.7306925085137976,4.413333333333334,8.117395990332923,0.37404580152671757,49
253,941,25,115,16880,0.07603239461692993,4.25,8.117395990332923,0.015873015873015872,1
667,778,25,22091,201,-0.7513811816711324,4.074444444444444,8.117395990332923,0.19753086419753085,16
670,684,24,14657,69,0.687247475985313,4.407986111111111,8.158206052604486,0.38392857142857145,43
8,976,24,8536,147,0.4715469168495474,4.138888888888888,8.158206052604486,0.02,1
546,985,24,694,3786,-0.26750999566619965,4.041666666666667,8.158206052604486,0.2625,21
118,951,24,2211,464,0.6729425635261715,3.766865079365079,8.158206052604486,0.014925373134328358,1
700,781,24,1013,1389,0.3570164496068459,4.131944444444444,8.158206052604486,0.4782608695652174,55
881,912,24,621,1793,0.5910507410712614,4.410031866281867,8.158206052604486,0.26865671641791045,36
12,633,24,315,11710,-0.606743798807523,4.392361111111112,8.158206052604486,0.27419354838709675,17
716,968,24,3148,5267,-2.10971153241081,3.8722312409812414,8.158206052604486,0.0196078431372549,1
718,995,24,95,5615,1.3269535378367887,4.445447118241236,8.158206052604486,,0
206,781,24,1312,1389,0.09837998435149503,4.462026515151515,8.158206052604486,0.34057971014492755,47
298,685,24,55,12340,1.0860928139180233,4.6038510101010095,8.158206052604486,0.26666666666666666,16
208,634,24,870,362,1.8538898731354727,4.6812499999999995,8.158206052604486,0.075,6
967,1005,24,2735,198,1.3118735510592563,4.234722222222222,8.158206052604486,1.0,1
58,685,24,236,12340,-0.37040580587511585,4.497306397306397,8.158206052604486,0.16455696202531644,13
68,912,24,753,1793,0.39831659520484664,4.274242424242424,8.158206052604486,0.10493827160493827,17
669,883,24,782,932,1.0148397413789707,4.495833333333334,8.158206052604486,,0
341,901,24,362,624,2.186232716414674,4.285539215686275,8.158206052604486,,0
34,912,24,555,1793,0.7034137092583058,4.562615740740741,8.158206052604486,0.27102803738317754,29
631,883,24,1106,932,0.6681892998420017,4.185858585858585,8.158206052604486,,0
645,909,24,1011,1171,0.5297187139916844,4.196174147489937,8.158206052604486,0.12781954887218044,17
805,825,24,110,8072,0.8173903687840121,4.407738095238096,8.158206052604486,0.19230769230769232,10
21,716,24,391,3148,0.49079712708721346,4.546875000000001,8.158206052604486,0.5873015873015873,37
245,669,24,2582,782,-0.004147015342025855,4.621527777777778,8.158206052604486,0.10227272727272728,9
633,978,24,11710,114,0.4096303916236146,3.9159722222222224,8.158206052604486,0.0,0
131,765,24,2536,267,1.088435322652507,4.3277777777777775,8.158206052604486,0.25396825396825395,32
643,967,24,4073,2735,-1.711994525894621,4.215277777777778,8.158206052604486,0.01639344262295082,1
334,586,24,821,4438,-0.5944549163350944,4.502083333333333,8.158206052604486,0.16666666666666666,11
666,763,24,36056,97,-0.553512246263994,4.386755952380952,8.158206052604486,0.3076923076923077,32
40,102,24,15041,61,0.7846183477813484,4.5517361111111105,8.158206052604486,0.0,0
647,941,24,70,16880,0.5316472864105659,4.137896825396825,8.158206052604486,0.0,0
949,965,24,1115,1724,0.04501516149201545,4.562003968253968,8.158206052604486,0.010869565217391304,1
158,941,24,72,16880,0.5034764094438696,4.625,8.158206052604486,0.016129032258064516,1
7,131,24,328,2536,0.8826703726686128,4.275231481481481,8.158206052604486,0.4117647058823529,49
670,972,23,14657,165,-0.2271511077368042,4.121989121989122,8.20075373463221,0.0,0
68,334,23,753,821,1.1368793449387553,4.681159420289855,8.20075373463221,0.02459016393442623,3
941,1004,23,16880,74,0.4335178208369592,4.44918125352908,8.20075373463221,1.0,1
21,912,23,391,1793,1.0111146486005784,4.807971014492754,8.20075373463221,0.3617021276595745,34
685,983,23,12340,441,-1.0381784907151477,4.39206712433257,8.20075373463221,0.0,0
67,450,23,1837,316,1.1998363833890393,4.3910628019323665,8.20075373463221,0.2302158273381295,32
8,12,23,8536,315,-0.33315274961614527,4.108821130560261,8.20075373463221,0.5142857142857142,36
125,334,23,532,821,1.4843010833970045,4.15,8.20075373463221,0.2826086956521739,13
334,949,23,821,1115,0.7443348888444299,4.4871635610766045,8.20075373463221,0.08333333333333333,9
837,981,23,84,648,3.566760186995489,4.396321070234114,8.20075373463221,0.041666666666666664,1
633,987,23,11710,491,-1.0931749021952064,4.338509316770186,8.20075373463221,0.0,0
641,667,23,88,22091,-0.008794697029314244,4.188123470732166,8.20075373463221,0.3488372093023256,15
125,968,23,532,5267,-0.3743920266339566,3.526086956521739,8.20075373463221,0.029411764705882353,1
208,707,23,870,702,1.1490410665166366,4.025577984817116,8.20075373463221,0.3333333333333333,29
268,643,23,476,4073,-0.006085279688755506,4.541407867494825,8.20075373463221,0.03355704697986577,5
54,61,23,1477,457,1.0490160087654925,4.178260869565217,8.20075373463221,0.2727272727272727,33
13,670,23,310,14657,-0.8577779313154155,4.630089717046239,8.20075373463221,0.1388888888888889,15
125,825,23,532,8072,-0.8013323691840122,4.467588932806324,8.20075373463221,0.1,7
178,883,23,557,932,1.3115696275782018,4.433794466403162,8.20075373463221,,0
131,981,23,2536,648,0.15923367028168595,4.607246376811594,8.20075373463221,0.01098901098901099,1
125,912,23,532,1793,0.7031787192442998,3.4347826086956528,8.20075373463221,0.13,13
729,965,23,198,1724,1.7307982002729034,4.088164251207729,8.20075373463221,0.0,0
2,666,23,52,36056,0.027395399239165594,3.8492753623188407,8.20075373463221,0.5486725663716814,62
670,718,23,14657,95,0.3249174745632356,4.270355731225297,8.20075373463221,0.12857142857142856,9
667,938,23,22091,72,0.19187599843283693,3.7567287784679086,8.20075373463221,0.0,0
39,912,23,640,1793,0.5183540322322266,4.163768115942029,8.20075373463221,0.12295081967213115,15
629,643,23,278,4073,0.5317114608520275,4.63768115942029,8.20075373463221,0.013157894736842105,1
954,967,23,2042,2735,-1.0641040313896153,4.2444444444444445,8.20075373463221,1.0,1
631,909,23,1106,1171,0.3973491365110796,4.188405797101449,8.20075373463221,0.023255813953488372,2
61,131,23,457,2536,0.5084409757397559,4.427898550724637,8.20075373463221,0.2318840579710145,32
245,983,23,2582,441,0.5261032353376432,4.348033126293996,8.20075373463221,0.0,0
90,670,23,111,14657,0.16926416485144224,4.449275362318841,8.20075373463221,0.0,0
74,288,23,202,548,2.856924697841857,4.207246376811594,8.20075373463221,0.37719298245614036,43
195,805,23,4173,110,1.4345968358071084,4.334782608695653,8.20075373463221,0.15789473684210525,9
54,206,23,1477,1312,-0.005608569844337024,4.6438127090301,8.20075373463221,0.2875816993464052,44
118,970,23,2211,761,0.135634143471945,4.133747412008281,8.20075373463221,0.014925373134328358,1
118,965,23,2211,1724,-0.6821349498900077,4.202587991718426,8.20075373463221,0.014925373134328358,1
34,883,23,555,932,1.3151667537590515,4.359683794466403,8.20075373463221,,0
670,695,23,14657,80,0.49676773148989495,4.46256038647343,8.20075373463221,0.2077922077922078,16
684,685,23,69,12340,0.8167598801344389,4.343478260869565,8.20075373463221,0.2920353982300885,33
67,98,23,1837,199,1.6622737722514591,4.4275362318840585,8.20075373463221,0.0472972972972973,7
206,546,23,1312,694,0.7496877521802383,4.251207729468599,8.20075373463221,0.23622047244094488,30
12,106,22,315,280,3.0396536776253607,4.530165289256198,8.245193564669586,0.5060240963855421,42
968,983,22,5267,441,-0.231245175309992,4.457792207792208,8.245193564669586,1.0,1
920,967,22,392,2735,0.5418673649736991,4.578354978354978,8.245193564669586,0.0,0
9,54,22,739,1477,0.5239497161406617,4.161363636363636,8.245193564669586,0.3333333333333333,33
8,63,22,8536,162,0.2873717914062699,4.400757575757575,8.245193564669586,0.1686746987951807,14
68,643,22,753,4073,-0.5091844158280628,4.553030303030304,8.245193564669586,0.21052631578947367,28
645,985,22,1011,3786,-0.7307446311694963,4.4363636363636365,8.245193564669586,0.27358490566037735,29
631,912,22,1106,1793,-0.07313473606716964,4.426406926406926,8.245193564669586,0.023809523809523808,2
970,973,22,761,242,2.303444835601871,3.9393939393939394,8.245193564669586,1.0,1
949,954,22,1115,2042,-0.21127876299858675,4.558658008658008,8.245193564669586,0.010869565217391304,1
633,729,22,11710,198,-0.22944956766605495,4.478282828282828,8.245193564669586,0.17857142857142858,5
53,731,22,678,237,2.4398084905447166,4.410674931129477,8.245193564669586,0.15827338129496402,22
631,965,22,1106,1724,-0.03389171368567519,4.295454545454546,8.245193564669586,0.0,0
872,954,22,1243,2042,-0.3199521706150787,4.332070707070707,8.245193564669586,0.0,0
667,796,22,22091,43,0.662890239184496,4.037878787878788,8.245193564669586,0.2037037037037037,11
586,765,22,4438,267,0.44180815772745446,4.240530303030304,8.245193564669586,0.367816091954023,32
954,987,22,2042,491,0.6088867931011118,4.469174503657262,8.245193564669586,1.0,1
31,670,22,412,14657,-1.1866807457565836,4.268686868686869,8.245193564669586,0.13513513513513514,10
130,131,22,907,2536,-0.2214698460520098,4.531060606060606,8.245193564669586,0.46534653465346537,47
13,54,22,310,1477,1.3926753396096714,3.9954545454545456,8.245193564669586,0.2966101694915254,35
126,685,22,42,12340,1.2687450038774961,4.073106060606061,8.245193564669586,0.1232876712328767,9
586,716,22,4438,3148,-2.0254657934095897,4.443181818181818,8.245193564669586,0.25609756097560976,21
13,825,22,310,8072,-0.30571293989239345,3.710245310245311,8.245193564669586,0.1308411214953271,14
65,829,22,840,130,2.8260795773273015,4.388528138528138,8.245193564669586,0.29292929292929293,29
949,981,22,1115,648,0.9365155393737495,4.450757575757575,8.245193564669586,0.010869565217391304,1
40,74,22,15041,202,-0.4997868624361748,4.305194805194805,8.245193564669586,0.09900990099009901,10
670,910,22,14657,286,-0.8216492072269099,4.462121212121212,8.245193564669586,0.15,18
629,633,22,278,11710,-0.5688036506621568,3.517424242424242,8.245193564669586,0.0,0
68,74,22,753,202,2.494682994419145,4.431818181818182,8.245193564669586,0.33070866141732286,42
716,985,22,3148,3786,-1.8665720216863189,3.9591368227731865,8.245193564669586,0.40963855421686746,34
206,714,22,1312,1417,-0.008589289574471526,3.852272727272727,8.245193564669586,0.32558139534883723,42
245,321,22,2582,382,0.6252757396070803,3.9924242424242427,8.245193564669586,0.08823529411764706,9
90,995,22,111,5615,1.0842888511353657,4.234848484848485,8.245193564669586,,0
40,253,22,15041,115,0.0635487066017799,4.29111819552996,8.245193564669586,0.09375,9
159,716,22,626,3148,-0.06685706101714906,4.483495670995671,8.245193564669586,0.17482517482517482,25
243,943,22,1005,599,1.1190115010116177,4.508982683982683,8.245193564669586,0.1069182389937107,17
910,911,22,286,76,4.44029076851406,4.653409090909092,8.245193564669586,0.6617647058823529,90
912,999,22,1793,248,1.4219416998501284,4.519910236822001,8.245193564669586,0.0,0
61,954,22,457,2042,0.6806475300014277,4.671717171717171,8.245193564669586,0.012658227848101266,1
40,1004,22,15041,74,0.5044157417608602,4.3977272727272725,8.245193564669586,0.0,0
730,781,22,97,1389,2.615965598362517,4.614393939393938,8.245193564669586,0.53125,34
130,546,22,907,694,1.0744015089983023,4.431818181818182,8.245193564669586,0.5333333333333333,32
8,179,22,8536,193,0.1122779377337684,4.049242424242424,8.245193564669586,0.3114754098360656,38
74,643,22,202,4073,0.8066131145706259,4.334848484848485,8.245193564669586,0.17117117117117117,19
39,985,21,640,3786,-0.3200376041376352,4.51984126984127,8.291701647628637,0.631578947368421,48
12,208,21,315,870,1.8594300535110881,4.634920634920634,8.291701647628637,0.3333333333333333,31
666,874,21,36056,74,-0.41639775358930353,4.322222222222222,8.291701647628637,0.3949579831932773,47
670,758,21,14657,23,1.6523283720289,3.458730158730159,8.291701647628637,0.4153846153846154,27
729,968,21,198,5267,0.5230126538074259,4.484126984126983,8.291701647628637,0.0,0
645,811,21,1011,603,1.0598834882376935,3.4523809523809526,8.291701647628637,0.367816091954023,32
58,825,21,236,8072,-0.07949246307370446,4.1921596921596915,8.291701647628637,0.2073170731707317,17
643,987,21,4073,491,-0.12808333145758272,4.435714285714285,8.291701647628637,0.01639344262295082,1
643,943,21,4073,599,-0.3269008017785115,4.120684870684871,8.291701647628637,0.10625,17
7,985,21,328,3786,0.34841696383193854,4.111111111111111,8.291701647628637,0.5714285714285714,52
249,667,21,71,22091,0.11489046220185016,4.616496598639456,8.291701647628637,0.29365079365079366,37
61,245,21,457,2582,0.399492941684558,4.6005291005291,8.291701647628637,0.16666666666666666,22
195,709,21,4173,173,0.890813828896019,4.252380952380952,8.291701647628637,0.10526315789473684,8
67,92,21,1837,276,1.2442059530530747,4.159450830140484,8.291701647628637,0.07534246575342465,11
803,941,21,91,16880,0.13575162931855234,4.388888888888888,8.291701647628637,0.0,0
268,985,21,476,3786,-0.023987282015337723,4.399013949013949,8.291701647628637,0.032467532467532464,5
83,825,21,375,8072,-0.5425866840185053,4.334920634920635,8.291701647628637,0.10294117647058823,7
67,546,21,1837,694,0.3221348582634203,4.3480725623582765,8.291701647628637,0.057971014492753624,8
641,670,21,88,14657,0.31048577347984324,4.572562358276644,8.291701647628637,0.18181818181818182,10
9,716,21,739,3148,-0.27932462650014517,4.533730158730158,8.291701647628637,0.7142857142857143,45
685,1019,21,12340,377,-0.9723505809220391,4.166666666666667,8.291701647628637,0.0847457627118644,5
685,939,21,12340,52,1.0086508879445444,4.55765306122449,8.291701647628637,0.0594059405940594,6
8,763,21,8536,97,0.7537371325003782,4.685846560846561,8.291701647628637,0.1875,15
129,941,21,75,16880,0.3291230222990919,4.504761904761905,8.291701647628637,0.013888888888888888,1
40,639,21,15041,537,-1.5240372751787274,4.837301587301588,8.291701647628637,0.10909090909090909,12
131,982,21,2536,276,0.9217517227110839,4.446428571428571,8.291701647628637,0.01098901098901099,1
763,979,21,97,1145,2.7626250094936275,4.776190476190476,8.291701647628637,0.022222222222222223,1
714,811,21,1417,603,0.7222814675674845,4.306431663574521,8.291701647628637,0.25316455696202533,20
643,970,21,4073,761,-0.566272561524748,4.714285714285714,8.291701647628637,0.01639344262295082,1
205,980,21,680,789,1.1876367849693237,4.651851851851852,8.291701647628637,,0
670,939,21,14657,52,0.8365788693766224,4.779875283446712,8.291701647628637,0.07407407407407407,8
643,920,21,4073,392,0.09709895654647538,4.052040816326532,8.291701647628637,0.4148936170212766,39
131,881,21,2536,621,0.11082150649475506,4.394179894179895,8.291701647628637,0.23809523809523808,35
125,970,21,532,761,1.4692190567820202,3.9581632653061223,8.291701647628637,0.029411764705882353,1
40,153,21,15041,86,0.3076135230766294,4.904761904761905,8.291701647628637,0.2345679012345679,19
685,718,21,12340,95,0.40601771492543076,4.381232492997198,8.291701647628637,0.09375,6
61,633,21,457,11710,-1.1123859435006174,4.552380952380952,8.291701647628637,0.12087912087912088,11
68,175,21,753,515,1.5122637755217208,4.154831932773109,8.291701647628637,0.031746031746031744,4
54,970,21,1477,761,0.4480942635922849,4.307936507936509,8.291701647628637,0.013333333333333334,1
65,909,21,840,1171,0.5814806485502737,4.801814058956915,8.291701647628637,0.4077669902912621,42
118,175,21,2211,515,0.43512882246416795,3.933730158730159,8.291701647628637,0.0898876404494382,8
288,954,21,548,2042,0.452535618312724,4.45779793398841,8.291701647628637,0.011363636363636364,1
872,965,21,1243,1724,-0.19718963874899906,3.9521919879062737,8.291701647628637,0.0,0
237,685,21,112,12340,0.24139573523087715,4.419047619047619,8.291701647628637,0.1348314606741573,12
685,709,21,12340,173,-0.19339698797180735,4.099206349206349,8.291701647628637,0.057971014492753624,4
643,881,21,4073,621,-0.3629702855965409,4.417460317460318,8.291701647628637,0.38181818181818183,42
685,871,21,12340,98,0.3749271278553997,3.8293650793650795,8.291701647628637,0.44285714285714284,31
9,13,21,739,310,2.0386256855579568,4.300529100529101,8.291701647628637,0.5,45
808,872,21,760,1243,0.6218943791942626,3.7591036414565826,8.291701647628637,0.3333333333333333,11
729,781,21,198,1389,1.8558895305364715,4.204761904761905,8.291701647628637,0.12307692307692308,8
92,700,21,276,1013,1.839423534019517,4.707671957671958,8.291701647628637,0.24390243902439024,30
90,716,21,111,3148,1.6164430931357225,4.738095238095238,8.291701647628637,0.008333333333333333,1
68,645,21,753,1011,0.8377354571649854,3.860389610389611,8.291701647628637,0.20714285714285716,29
152,670,21,96,14657,0.2234743964902136,4.5436507936507935,8.291701647628637,0.13333333333333333,10
643,808,21,4073,760,-0.5649576369434389,3.8238406473700586,8.291701647628637,0.06172839506172839,5
53,245,21,678,2582,0.005029044638367112,4.471500721500721,8.291701647628637,0.14465408805031446,23
243,700,21,1005,1013,0.547081579243491,4.407258064516129,8.291701647628637,0.39166666666666666,47
716,910,21,3148,286,0.669981483628204,3.961224489795918,8.291701647628637,0.34579439252336447,37
943,965,20,599,1724,0.4840416904768307,4.834666666666667,8.340479878979835,0.008620689655172414,1
243,546,20,1005,694,0.8764909588159379,4.131563706563706,8.340479878979835,0.26666666666666666,20
245,920,20,2582,392,0.5041243286188681,4.392142857142857,8.340479878979835,0.11363636363636363,15
334,954,20,821,2042,-0.0005023683611206228,4.2275,8.340479878979835,0.04,1
243,983,20,1005,441,1.3299180438758964,4.395238095238095,8.340479878979835,0.016666666666666666,1
334,980,20,821,789,0.9504163095176159,4.413553113553113,8.340479878979835,,0
40,129,20,15041,75,0.3956825416243947,4.208333333333333,8.340479878979835,0.2,19
68,634,20,753,362,1.815996300190254,4.5424509803921564,8.340479878979835,0.04424778761061947,5
666,837,20,36056,84,-0.5919396233978793,4.377083333333333,8.340479878979835,0.13861386138613863,14
125,881,20,532,621,1.6237311685407954,3.9623015873015874,8.340479878979835,0.10619469026548672,12
125,985,20,532,3786,-0.18400308129499407,3.8202976190476194,8.340479878979835,0.0989010989010989,9
334,979,20,821,1145,0.5780227143751502,4.0375,8.340479878979835,0.04,1
274,949,20,437,1115,1.2351628608261092,4.563888888888889,8.340479878979835,0.03508771929824561,4
68,716,20,753,3148,-0.346882097521269,4.470454545454546,8.340479878979835,0.12686567164179105,17
334,965,20,821,1724,0.16878017913985188,4.2127083333333335,8.340479878979835,0.04,1
729,967,20,198,2735,1.1295519942653016,4.0200000000000005,8.340479878979835,0.0,0
909,980,20,1171,789,0.5953260553723269,4.233035714285714,8.340479878979835,,0
67,268,20,1837,476,0.6503988003693728,4.116447368421053,8.340479878979835,0.030303030303030304,6
321,970,20,382,761,1.7516517733476575,4.741666666666667,8.340479878979835,0.027777777777777776,1
546,781,20,694,1389,0.5528944365547702,4.6726190476190474,8.340479878979835,0.48484848484848486,32
321,670,20,382,14657,-1.2063881848179574,4.491666666666666,8.340479878979835,0.24615384615384617,16
21,245,20,391,2582,0.5066786084239648,4.348333333333334,8.340479878979835,0.16981132075471697,18
61,731,20,457,237,2.7389622077865825,4.680416666666667,8.340479878979835,0.1565217391304348,18
633,695,20,11710,80,0.5814806485502737,4.5166666666666675,8.340479878979835,0.16393442622950818,10
74,941,20,202,16880,-0.7104467257352344,4.210714285714286,8.340479878979835,0.014492753623188406,1
707,872,20,702,1243,0.6524892442793963,3.759722222222222,8.340479878979835,0.15517241379310345,9
546,970,20,694,761,1.1546004214474281,4.126666666666667,8.340479878979835,0.02857142857142857,1
288,985,20,548,3786,-0.21363487890136532,4.586428571428572,8.340479878979835,0.3508771929824561,40
68,974,20,753,613,1.2892755760798134,4.6191176470588236,8.340479878979835,0.01,1
34,631,20,555,1106,1.0042324439872037,4.588125,8.340479878979835,0.04918032786885246,3
90,206,20,111,1312,2.44286756899955,4.483333333333333,8.340479878979835,0.12941176470588237,22
13,968,20,310,5267,0.025917222853337172,4.297323232323232,8.340479878979835,0.01282051282051282,1
21,243,20,391,1005,1.4502553593373766,4.40875,8.340479878979835,0.3625,29
61,825,20,457,8072,-0.7891342131117312,4.581785714285715,8.340479878979835,0.1509433962264151,16
268,716,20,476,3148,0.11176527604720458,4.303333333333333,8.340479878979835,0.043478260869565216,6
95,131,20,595,2536,0.10480101871317213,4.5166666666666675,8.340479878979835,0.44954128440366975,49
245,274,20,2582,437,0.3954529733137405,4.5964285714285715,8.340479878979835,0.1348314606741573,12
53,639,20,678,537,1.5265603573666582,4.736286549707602,8.340479878979835,0.2222222222222222,34
208,901,20,870,624,1.1270621597978614,4.211309523809524,8.340479878979835,,0
149,666,20,81,36056,-0.5555719792270046,4.039166666666667,8.340479878979835,0.23853211009174313,26
650,667,20,39,22091,0.6652185289440872,4.423333333333334,8.340479878979835,0.1044776119402985,7
9,39,20,739,640,1.2649396425139992,4.7956818181818175,8.340479878979835,0.2777777777777778,25
765,912,20,267,1793,1.252811607810536,4.75,8.340479878979835,0.26956521739130435,31
195,634,20,4173,362,0.10367104739859472,4.1125,8.340479878979835,0.04838709677419355,3
102,941,20,61,16880,0.48694710749265907,4.7225,8.340479878979835,0.05,1
645,808,20,1011,760,0.7796920875150702,4.3025,8.340479878979835,0.11904761904761904,10
8,671,20,8536,158,0.21706291380736228,4.441666666666666,8.340479878979835,0.1864406779661017,11
427,685,20,71,12340,0.6484245653152242,4.166666666666667,8.340479878979835,0.15942028985507245,11
58,195,20,236,4173,0.5314834541987558,3.9201388888888884,8.340479878979835,0.21176470588235294,18
943,995,20,599,5615,-0.6967527254720746,4.26875,8.340479878979835,,0
639,667,20,537,22091,-1.9572179194351311,4.733333333333333,8.340479878979835,0.26881720430107525,25
118,646,20,2211,259,1.0736774972589342,3.8833333333333337,8.340479878979835,0.21014492753623187,29
670,803,19,14657,91,0.17687962288421719,4.482456140350878,8.391761240406758,0.32926829268292684,27
700,979,19,1013,1145,0.31658102519134446,4.135881370091897,8.391761240406758,0.0,0
178,631,19,557,1106,0.9493420234188037,4.40494417862839,8.391761240406758,0.05405405405405406,4
700,909,19,1013,1171,0.29412757758196717,4.189271255060729,8.391761240406758,0.22875816993464052,35
8,972,19,8536,165,0.12241917854619794,4.344242015294647,8.391761240406758,0.02,1
249,685,19,71,12340,0.5971312709276737,3.986842105263158,8.391761240406758,0.24806201550387597,32
298,666,19,55,36056,-0.21974930417458718,4.447368421052632,8.391761240406758,0.31,31
965,981,19,1724,648,0.35411929785245483,4.521052631578947,8.391761240406758,1.0,1
83,941,19,375,16880,-1.380398348691991,4.385964912280702,8.391761240406758,0.0,0
119,941,19,53,16880,0.576235763726298,4.767543859649122,8.391761240406758,0.009009009009009009,1
685,1005,19,12340,198,-0.42845588272554613,4.455342902711323,8.391761240406758,0.0,0
245,714,19,2582,1417,-0.8322043656689003,4.8127819548872175,8.391761240406758,0.09734513274336283,11
129,667,19,75,22091,-0.040001232850127404,4.363157894736841,8.391761240406758,0.26436781609195403,23
8,102,19,8536,61,1.1174907882734675,4.739223057644111,8.391761240406758,0.014492753623188406,1
98,131,19,199,2536,1.1487643051467589,4.568713450292398,8.391761240406758,0.37755102040816324,37
673,968,19,506,5267,-0.5153404433424871,4.030263157894737,8.391761240406758,0.0,0
586,805,19,4438,110,1.1819729761434123,4.391228070175439,8.391761240406758,0.18333333333333332,11
274,670,19,437,14657,-1.3921940656945229,4.639553429027114,8.391761240406758,0.18333333333333332,11
125,700,19,532,1013,1.08309745183804,3.9631578947368418,8.391761240406758,0.1557377049180328,19
40,82,19,15041,68,0.4423696555970479,4.5814536340852134,8.391761240406758,0.21,21
237,968,19,112,5267,0.9926973546498841,4.504385964912281,8.391761240406758,0.015384615384615385,1
671,685,19,158,12340,-0.2027838850579778,4.054880791722897,8.391761240406758,0.037037037037037035,2
9,118,19,739,2211,-0.026085656377280112,4.0096491228070175,8.391761240406758,0.24,24
666,695,19,36056,80,-0.5944427536159979,4.5131578947368425,8.391761240406758,0.3113207547169811,33
41,666,19,67,36056,-0.4171087383330823,4.631578947368421,8.391761240406758,0.36936936936936937,41
645,700,19,1011,1013,0.44104572215921306,4.464912280701754,8.391761240406758,0.23943661971830985,34
175,881,19,515,621,1.604914462831153,4.1078947368421055,8.391761240406758,0.04310344827586207,5
130,1005,19,907,198,2.182002964618696,4.605103668261563,8.391761240406758,0.017543859649122806,1
666,871,19,36056,98,-0.7973835976126882,3.973684210526316,8.391761240406758,0.41818181818181815,46
178,206,19,557,1312,0.7785392359970496,4.590225563909775,8.391761240406758,0.2866666666666667,43
520,995,19,77,5615,1.3034101564021405,4.414035087719299,8.391761240406758,,0
88,245,19,95,2582,1.8702159824212392,4.593984962406015,8.391761240406758,0.1826086956521739,21
178,967,19,557,2735,0.04396049064500239,4.272325550718902,8.391761240406758,0.014084507042253521,1
716,999,19,3148,248,0.7124610897260919,4.504385964912281,8.391761240406758,0.0196078431372549,1
685,763,19,12340,97,0.2851001694656063,4.278007518796993,8.391761240406758,0.5576923076923077,29
920,954,19,392,2042,0.6874656069132945,4.618421052631579,8.391761240406758,0.0,0
