food_id_a,food_id_b,pair_count,freq_a,freq_b,pmi,avg_rating,novelty_score,chemistry_overlap,shared_compounds
670,985,652,14657,3786,-0.015720619607988446,4.236056900436189,4.863680881139593,0.32142857142857145,27
67,941,639,1837,16880,0.5461040672743884,4.449802358391149,4.88366701042303,0.009009009009009009,1
643,685,638,4073,12340,0.061575344498926016,4.242534007038105,4.8852213359917,0.29333333333333333,22
40,716,632,15041,3148,0.11180516621627762,4.318616769488467,4.8945991494584105,0.2077922077922078,16
118,670,625,2211,14657,0.479851619113582,4.252578778831747,4.905653965797074,0.3023255813953488,26
716,979,616,3148,1145,2.6615379042698133,4.403776756567661,4.920052020087294,0.0196078431372549,1
670,716,612,14657,3148,0.10550982320965901,4.406437304334622,4.926519305497312,0.23076923076923078,18
206,666,599,1312,36056,0.05909853050285817,4.310576405390129,4.947835938642218,0.21714285714285714,38
666,808,592,36056,760,0.5933331034950722,4.236134445176661,4.95950794136874,0.1262135922330097,13
670,714,592,14657,1417,0.870509545427952,4.283291887681641,4.95950794136874,0.22077922077922077,17
633,714,584,11710,1417,1.081378752807711,4.27614969087141,4.973018772990644,0.3333333333333333,18
666,872,584,36056,1243,0.08776279320895913,4.265224523681112,4.973018772990644,0.1,10
645,666,582,1011,36056,0.29092013060240957,4.264417425045098,4.976425601574068,0.20300751879699247,27
40,67,578,15041,1837,0.561123165063966,4.281008389664115,4.983274765920333,0.05517241379310345,8
666,965,572,36056,1724,-0.26011855795239724,4.3376800976435765,4.993638516928164,0.01098901098901099,1
118,825,572,2211,8072,0.9877557147508341,4.233864778572491,4.993638516928164,0.26436781609195403,23
666,781,571,36056,1389,-0.045805231206890354,4.30468295231244,4.995376443779303,0.42592592592592593,46
245,685,556,2582,12340,0.37982089164654326,4.306929490808309,5.021819519228367,0.04716981132075472,5
941,949,547,16880,1115,0.8899278166397414,4.3638529969007305,5.038032291900185,0.010869565217391304,1
633,995,545,11710,5615,-0.364636062839135,4.416430006580226,5.0416715827440175,,0
243,666,539,1005,36056,0.22011765230726435,4.510058492361289,5.052670652378411,0.36036036036036034,40
941,965,537,16880,1724,0.43568434139720563,4.363492957700155,5.056364409613456,1.0,1
666,700,533,36056,1013,0.2009948218086043,4.349268844919462,5.0637936399384404,0.7678571428571429,86
666,909,532,36056,1171,0.05417502763537037,4.4244589131442105,5.065659714406474,0.2112676056338028,30
666,949,515,36056,1115,0.07070211866096031,4.394127181242929,5.09793465550436,0.12269938650306748,20
68,666,500,753,36056,0.43368777251374147,4.415287195710725,5.127315499636773,0.17901234567901234,29
979,995,498,1145,5615,1.870216760125697,4.446923631038111,5.131299790893473,,0
40,643,493,15041,4073,-0.3941875519990083,4.374905278488964,5.141331366059571,0.11956521739130435,11
8,245,492,8536,2582,0.6260848183660584,4.451044814987413,5.143349957624394,0.13636363636363635,15
967,985,491,2735,3786,1.3794655474310982,4.369608422570749,5.145372680195819,0.015151515151515152,1
985,995,490,3786,5615,0.658116658424788,4.4095852477599236,5.147399550618498,,0
195,685,489,4173,12340,-0.22865582231413187,4.0873042509909014,5.149430585840319,0.5961538461538461,31
685,968,488,12340,5267,-0.4635286448276936,4.322974254890578,5.151465802913252,0.0,0
245,667,488,2582,22091,-0.332956264033698,4.331860208806757,5.151465802913252,0.13,13
243,941,485,1005,16880,0.8734947685562865,4.460127236232816,5.157596717337626,0.016666666666666666,1
8,131,482,8536,2536,0.6235264717738219,4.303836145221001,5.163765892465777,0.4842105263157895,46
716,941,482,3148,16880,-0.27448979737471424,4.287279305288036,5.163765892465777,0.0196078431372549,1
633,967,475,11710,2735,0.217203098848724,4.321640318911984,5.1783121267819245,0.0,0
670,954,462,14657,2042,0.2571800425917548,4.319048202551139,5.205907737979635,0.0,0
825,985,443,8072,3786,0.19432134250435007,4.233636645651123,5.247677298229618,0.4155844155844156,32
8,825,443,8536,8072,-0.6186611187079711,4.275659178397173,5.247677298229618,0.19230769230769232,15
8,633,440,8536,11710,-0.9974980563991179,4.4001535662830715,5.254436721850074,0.35185185185185186,19
667,949,435,22091,1115,0.3917842487142074,4.39392400916314,5.265806049000154,0.06557377049180328,8
40,781,424,15041,1389,0.5308324940843282,4.365392306643321,5.291288001367028,0.26506024096385544,22
39,941,421,640,16880,1.1832533554406433,4.467981672498832,5.298352995367004,0.017241379310344827,1
941,985,418,16880,3786,-0.6014952011325324,4.378172929664521,5.305468767705662,0.015151515151515152,1
586,643,416,4438,4073,0.6565645153822389,4.195232833595394,5.310241186717928,0.24175824175824176,22
825,968,412,8072,5267,-0.20837596590538046,4.292036661675981,5.319855589434492,0.0,0
130,666,410,907,36056,0.049159611474660074,4.58952947459045,5.324698024141666,0.34545454545454546,38
40,965,409,15041,1724,0.27875108642587754,4.347034983757965,5.327128150113603,0.0,0
40,912,408,15041,1793,0.237060082405743,4.38677338426964,5.329564253927548,0.4069767441860465,35
912,995,405,1793,5615,1.2150181925907901,4.42518593591498,5.336908726904565,,0
643,716,401,4073,3148,0.9632771763827902,4.427566029882199,5.346786852301722,0.4,32
40,954,395,15041,2042,0.07463914778322506,4.369088739446577,5.361791238869649,0.0,0
631,666,394,1106,36056,-0.18900937089290304,4.346653676411777,5.364314214672655,0.06521739130434782,6
645,670,394,1011,14657,0.8009558405120892,4.136075074349965,5.364314214672655,0.25274725274725274,23
65,666,394,840,36056,0.08609391935201782,4.540775813301195,5.364314214672655,0.2809917355371901,34
685,985,388,12340,3786,-0.3626878233434461,4.194811464284006,5.379588502582348,0.43661971830985913,31
67,685,387,1837,12340,0.35790777661720474,4.264224905443735,5.382157268387668,0.23529411764705882,28
8,912,381,8536,1793,0.7350795748019062,4.4695963437528725,5.397711298597351,0.40217391304347827,37
131,685,381,2536,12340,0.019828228372133088,4.325130757811751,5.397711298597351,0.10434782608695652,12
643,670,381,4073,14657,-0.6260355822870849,4.2124151992812555,5.397711298597351,0.358974358974359,28
633,643,379,11710,4073,-0.4068238928958218,4.033426363849139,5.402950704947796,0.10526315789473684,8
667,669,378,22091,782,0.6060873565940191,4.4959408617876715,5.405580832351949,0.5789473684210527,22
633,954,374,11710,2042,0.27034580836008554,4.14388820875562,5.416171700910379,0.0,0
666,883,374,36056,932,-0.069932115379616,4.309800074623918,5.416171700910379,,0
666,811,373,36056,603,0.3628061248080733,4.234495181613146,5.418837195916451,0.34285714285714286,36
909,941,364,1171,16880,0.43362920215100265,4.427210377157856,5.443154796687246,0.0,0
670,808,362,14657,760,1.001625928780021,4.254721483243585,5.4486406840033546,0.12903225806451613,8
8,643,362,8536,4073,-0.13656522254230336,4.493983802512189,5.4486406840033546,0.4230769230769231,33
245,995,361,2582,5615,0.735334986015677,4.530794059741427,5.451395053036958,,0
159,666,360,626,36056,0.28989856224150035,4.27195289622245,5.454157095319154,0.13043478260869565,24
666,901,353,36056,624,0.2734625904553123,4.229447648734325,5.47370987367725,,0
54,667,352,1477,22091,-0.10108920541354016,4.451048963079464,5.476534869281863,0.24175824175824176,22
670,872,351,14657,1243,0.4788032821897815,4.141112028554839,5.4793679355422364,0.0847457627118644,5
9,666,349,739,36056,0.09291890314566857,4.500611910366673,5.4850584646381275,0.37037037037037035,40
8,985,349,8536,3786,-0.10006773628650285,4.348731399132546,5.4850584646381275,0.4146341463414634,34
243,667,347,1005,22091,0.2696298609734256,4.536229677766155,5.490781834161019,0.15294117647058825,13
666,707,347,36056,702,0.13853627781249134,4.121684021734897,5.490781834161019,0.23008849557522124,26
8,67,347,8536,1837,0.6173613680120716,4.388906310708038,5.490781834161019,0.1103448275862069,16
40,118,347,15041,2211,-0.13443701930387297,4.279490562271542,5.490781834161019,0.13541666666666666,13
666,970,346,36056,761,0.054950319087481714,4.261648683686256,5.493655952471883,0.01098901098901099,1
334,666,342,821,36056,-0.032567470498379845,4.383082682424788,5.505236442740964,0.27472527472527475,25
714,825,341,1417,8072,0.915402141821319,4.284608066664519,5.508152815235286,0.21052631578947367,16
909,912,340,1171,1793,2.607660246669284,4.332573146326578,5.51107778748252,0.8823529411764706,75
666,980,339,36056,789,-0.0016213115739807404,4.362711721342248,5.51401141014489,,0
131,968,337,2536,5267,0.7484968615737833,4.3125502986591515,5.519904811614252,0.01098901098901099,1
685,954,336,12340,2042,0.11079833004114209,4.324766173356774,5.522864694012063,0.0,0
667,965,335,22091,1724,-0.30522401787882936,4.3911432893217075,5.525833434017529,0.02631578947368421,1
808,825,335,760,8072,1.5206290027731721,4.156206144744488,5.525833434017529,0.2830188679245283,15
8,979,334,8536,1145,1.0519067502686985,4.425543557166822,5.5288110845918945,0.02,1
968,995,334,5267,5615,-0.055298627417305075,4.242259414979637,5.5288110845918945,,0
40,949,333,15041,1115,0.5089711876929388,4.48268151547137,5.531797699172817,0.03076923076923077,4
40,909,333,15041,1171,0.4599675079894406,4.437716725087859,5.531797699172817,0.3977272727272727,35
40,54,326,15041,1477,0.20656748044204204,4.384178669351083,5.552959584921617,0.21875,21
288,666,324,548,36056,0.31761313073575703,4.334468178560862,5.5590896712624,0.21768707482993196,32
666,979,321,36056,1145,-0.42857389096688087,4.2914231320773375,5.568356394014062,0.01098901098901099,1
159,941,320,626,16880,0.9310593228056531,4.365166048171686,5.57146463109734,0.008547008547008548,1
546,666,320,694,36056,0.06899393717841094,4.26151168518356,5.57146463109734,0.23529411764705882,24
130,941,319,907,16880,0.5571373507816874,4.517931372006607,5.574582633711923,0.017543859649122806,1
118,195,317,2211,4173,1.0572845786902092,4.159872929383971,5.580848181406644,0.2808988764044944,25
883,941,315,932,16880,0.5173285222520212,4.289965871870633,5.587153534679889,,0
967,995,314,2735,5615,0.5382828701415557,4.372415478795325,5.590321296495975,,0
666,881,310,36056,621,0.14838611743715638,4.321590527846046,5.603094419105824,0.28169014084507044,40
40,883,309,15041,932,0.6134468438188684,4.323386210422191,5.606313547878943,,0
131,825,309,2536,8072,0.23481486556911155,4.27450464345779,5.606313547878943,0.1452991452991453,17
667,901,306,22091,624,0.6204826351026956,4.330817648295416,5.616034046550809,,0
667,883,303,22091,932,0.20944789234352051,4.336358177743239,5.625850665447481,,0
667,951,302,22091,464,0.9035903666683569,4.364783279021689,5.629144560783664,0.02631578947368421,1
645,685,302,1011,12340,0.7071039671569468,4.162535369146558,5.629144560783664,0.25,21
206,685,302,1312,12340,0.446491216673384,4.390562482035992,5.629144560783664,0.07482993197278912,11
8,206,300,8536,1312,0.8084001784325049,4.523092592592591,5.635765317481376,0.36507936507936506,46
633,808,300,11710,760,1.0382390510459887,4.252915062062121,5.635765317481376,0.06666666666666667,3
633,872,300,11710,1243,0.5462743928156543,4.343165475047828,5.635765317481376,0.16666666666666666,6
666,951,299,36056,464,0.40370392305587444,4.217603209994515,5.639092325524244,0.01098901098901099,1
667,707,299,22091,702,0.47955807088461794,4.1930802059491885,5.639092325524244,0.3230769230769231,21
206,586,297,1312,4438,1.4524385320680533,4.11680205087081,5.645779973242582,0.16,24
631,667,296,1106,22091,0.014902173761522855,4.408861951415143,5.649140764074212,0.18421052631578946,7
288,586,294,548,4438,2.315318843160054,4.326994493782243,5.655896663341189,0.2727272727272727,30
39,666,291,640,36056,0.05499999270921817,4.45934017341458,5.6661174808697625,0.2956521739130435,34
206,716,291,1312,3148,1.7754661543920918,4.474718052724924,5.6661174808697625,0.32061068702290074,42
205,666,290,680,36056,-0.00906697329818943,4.451261676164126,5.669547930564913,0.05747126436781609,10
65,941,289,840,16880,0.5351134943870521,4.549961601259179,5.672990270795697,0.015625,1
825,872,289,8072,1243,0.8809605008302035,4.204085717561602,5.672990270795697,0.10714285714285714,6
670,707,285,14657,702,0.8418559264774662,4.172369913141236,5.686880198675393,0.1625,13
40,645,285,15041,1011,0.4512323428548933,4.392673580370874,5.686880198675393,0.09900990099009901,10
586,941,283,4438,16880,-1.1504235077373222,4.337161170060811,5.693898690469791,0.019230769230769232,1
670,979,282,14657,1145,0.3420473051844003,4.510502184970269,5.6974266215471525,0.0,0
633,901,282,11710,624,1.1735317122388502,4.31047493850776,5.6974266215471525,,0
685,967,280,12340,2735,-0.36372494288428325,4.341744928525944,5.704520297635966,0.0,0
8,965,279,8536,1724,0.4627350038780653,4.350893288312644,5.708086222931555,0.02,1
118,685,278,2211,12340,-0.1582068983642606,4.264330181144778,5.711664994868471,0.24096385542168675,20
666,987,278,36056,491,0.2743218877875598,4.514337540267832,5.711664994868471,0.01098901098901099,1
245,670,278,2582,14657,-0.48539830748132395,4.45024886447643,5.711664994868471,0.07142857142857142,8
53,666,277,678,36056,-0.0519848798616138,4.456891501449795,5.715256706036435,0.2073170731707317,34
666,669,275,36056,782,-0.20193874098729653,4.442922979969001,5.722479321461957,0.16494845360824742,16
685,781,273,12340,1389,0.28850462123316456,4.252235264289895,5.729754830282199,0.1927710843373494,16
941,967,273,16880,2735,-0.7023262215591425,4.360867416119517,5.729754830282199,1.0,1
670,901,272,14657,624,0.9129518481611965,4.331173173017213,5.733412662128171,,0
670,968,272,14657,5267,-1.2201140029527653,4.431540689192343,5.733412662128171,0.0,0
131,995,272,2536,5615,0.4702353498282646,4.461735199763862,5.733412662128171,,0
40,243,271,15041,1005,0.40681438199323894,4.565396852020468,5.737084010359936,0.10869565217391304,10
643,995,271,4073,5615,-0.007239687679327785,4.454351859106456,5.737084010359936,,0
175,666,270,515,36056,0.19739996022608175,4.383415747065559,5.740768974915187,0.1,11
131,633,270,2536,11710,-0.27214634688857736,4.263935501605098,5.740768974915187,0.2,19
666,974,269,36056,613,0.019491345557070987,4.401354933941583,5.744467656844098,0.01098901098901099,1
667,808,269,22091,760,0.29444084784120483,4.173394021606355,5.744467656844098,0.3125,15
40,586,268,15041,4438,-1.0895337413749684,4.370902130784704,5.748180158325905,0.16049382716049382,13
118,941,267,2211,16880,-0.5118628243452173,4.218931079324337,5.751906582685781,0.014925373134328358,1
667,981,266,22091,648,0.44265351394916697,4.5711637320825735,5.755647034412044,0.02631578947368421,1
941,943,264,16880,599,0.7827762031428462,4.454439709307745,5.7631704438381615,0.008620689655172414,1
206,670,264,1312,14657,0.13994128387690866,4.272513054425933,5.7631704438381615,0.12080536912751678,18
633,965,264,11710,1724,0.09132166159284213,4.271924480910725,5.7631704438381615,0.0,0
666,943,263,36056,599,0.020037335953758503,4.37678088282651,5.76695361648973,0.09523809523809523,18
825,995,260,8072,5615,-0.7326983319285333,4.416845955327855,5.778390321851574,,0
8,954,260,8536,2042,0.22292230557125503,4.42212810237857,5.778390321851574,0.02,1
9,667,259,739,22091,0.28457804227107847,4.541649765874627,5.782231992284274,0.3380281690140845,24
546,941,256,694,16880,0.6047941820847373,4.432282087848494,5.793846912004855,0.02857142857142857,1
40,631,253,15041,1106,0.2423226882519543,4.424809433207426,5.8055991689831465,0.08888888888888889,4
125,666,248,532,36056,0.07993015871478103,4.1684201138377235,5.825500410757281,0.13636363636363635,15
245,716,246,2582,3148,0.9304628212504086,4.522731183183874,5.833573819683208,0.09565217391304348,11
8,949,245,8536,1115,0.7685741999308459,4.341047199965566,5.837635244205056,0.14516129032258066,18
8,243,245,8536,1005,0.872441063331889,4.43304664723032,5.837635244205056,0.42857142857142855,33
68,685,244,753,12340,0.788475166295857,4.328286364400154,5.841713328449161,0.20353982300884957,23
178,666,243,557,36056,0.013641105304707602,4.443195396988922,5.845808209252758,0.265625,34
700,941,243,1013,16880,0.17447863720384435,4.430733897812086,5.845808209252758,0.0,0
667,716,243,22091,3148,-1.2284132646770027,4.463718584347352,5.845808209252758,0.3088235294117647,21
61,666,243,457,36056,0.2115229543377871,4.4435297972334995,5.845808209252758,0.12582781456953643,19
40,159,241,15041,626,0.7628849439972705,4.304486088090375,5.854048916379619,0.06711409395973154,10
633,707,239,11710,702,0.8903051575758639,4.167809114661942,5.862358494649148,0.36538461538461536,19
825,967,238,8072,2735,-0.10179913695612433,4.214968848538065,5.866539471051898,0.0,0
685,979,236,12340,1145,0.3360440578398186,4.298827644935867,5.874954535558222,0.0,0
40,334,235,15041,821,0.4665007862984449,4.292092200891924,5.87918892415741,0.17543859649122806,10
954,995,234,2042,5615,0.5364127157224745,4.505978033450631,5.883441420519939,,0
825,901,234,8072,624,1.3589876512167562,4.191083536346694,5.883441420519939,,0
643,825,229,4073,8072,-0.5385961998656904,4.144670887778088,5.904981018078649,0.3333333333333333,26
685,912,229,12340,1793,-0.14255130124834461,4.412889010297652,5.904981018078649,0.09523809523809523,10
8,909,229,8536,1171,0.6520343132368605,4.5392143104220795,5.904981018078649,0.40860215053763443,38
40,700,228,15041,1013,0.22611250631247157,4.405618411945812,5.909345489404452,0.15503875968992248,20
667,954,225,22091,2042,-0.8725366950004482,4.346769616440073,5.922555005482335,0.02631578947368421,1
54,685,224,1477,12340,0.029249938126208706,4.420351092360022,5.926997451990941,0.11,11
268,666,223,476,36056,0.08489881912014191,4.232568928006636,5.931459828403384,0.045454545454545456,8
206,995,223,1312,5615,0.9306404010454683,4.325223729932249,5.931459828403384,,0
208,666,222,870,36056,-0.5226709278849067,4.326083088583089,5.93594231386704,0.39473684210526316,45
666,981,220,36056,648,-0.23711824810846988,4.510517130202255,5.944968340713457,0.01098901098901099,1
105,666,220,617,36056,-0.18809657566158297,4.367059556605011,5.944968340713457,0.08661417322834646,11
667,980,219,22091,789,0.051353310490369036,4.293563838812125,5.949512252699994,,0
21,941,219,391,16880,1.0224528679431144,4.494960480919387,5.949512252699994,0.02040816326530612,1
666,804,218,36056,412,0.20661661533100592,4.2919080977486255,5.954077015036361,0.3050847457627119,36
968,985,218,5267,3786,-0.08781302220164104,4.395614563151664,5.954077015036361,0.015151515151515152,1
685,700,218,12340,1013,0.37919572734295426,4.327704402077735,5.954077015036361,0.3,33
8,967,217,8536,2735,-0.2500636880352839,4.350711793519238,5.958662819452224,0.02,1
31,666,215,412,36056,0.19275958066957957,4.17115014716246,5.967898334774303,0.2037037037037037,22
195,714,211,4173,1417,1.0951438794557609,4.1352862459846005,5.986630607543636,0.24675324675324675,19
245,825,211,2582,8072,-0.16464453370203871,4.37625243371689,5.986630607543636,0.07272727272727272,8
8,781,211,8536,1389,0.3994444640020609,4.315952154628928,5.986630607543636,0.7384615384615385,48
825,954,210,8072,2042,0.06523943622134032,4.138694767762178,5.991369304477309,0.0,0
321,666,210,382,36056,0.2448318240023368,4.269674809317666,5.991369304477309,0.2828282828282828,28
178,941,209,557,16880,0.6218577101495063,4.387816405379027,5.996130677263291,0.014084507042253521,1
274,941,208,437,16880,0.8596935827177072,4.262226342034035,6.000914943418355,0.0,0
8,54,207,8536,1477,0.31887618401432744,4.472407024001227,6.005722323604117,0.358695652173913,33
68,941,207,753,16880,0.31074226357745477,4.369530965303912,6.005722323604117,0.01,1
195,901,206,4173,624,1.8913087860905282,4.294946807620091,6.010553041687959,,0
9,40,206,739,15041,0.4400166294480935,4.553427744235213,6.010553041687959,0.2222222222222222,18
